stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
131	1400	131_ay	Meiri_Vulpes_vulpes_Cordylo_male_Isreal	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	26	22	5.5e-05	linear	no	mammal	Meles meles	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1399	131_au	Meiri_Vulpes_lagopus_male	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	44	13	9.6e-05	linear	no	mammal	Vulpes lagopus	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1398	131_as	Meiri_Ursus_arctos_Cordylo_male_Alaska	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	42	30	7.7e-05	linear	no	mammal	Vulpes vulpes	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1397	131_aq	Meiri_Urocyon_cinereoargenteus_male	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	44	18	9.6e-05	linear	no	mammal	Urocyon cinereoargenteus	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1396	131_ao	Meiri_Procyon_lotor_male	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	19	11	8.4e-05	linear	no	mammal	Procyon lotor	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1395	131_an	Meiri_Mustele_vison_Condylo_male_Vancouver	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	25	11	7.9e-05	linear	no	mammal	Mustela nivalis	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1394	131_am	Meiri_Mustele_vison_Condylo_female_Ontario	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	26	5	2.2e-05	linear	no	mammal	Mustela frenata	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1393	131_ah	Meiri_Mustela_nivalis_Condylo_female_Benelux	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	91	22	4.4e-05	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1392	131_ad	Meiri_Mustela_frenata_Condylo_male_NewEngland	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	90	31	0.000115	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1391	131_af	Meiri_Mustela_frenata_Condylo_female_Washington	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	23	13	5.1e-05	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1390	131_ab	Meiri_Mustela_frenata_Condylo_female_California	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	58	39	8.8e-05	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1389	131_x	Meiri_Mustela_erminea_Condylo_male_New_England	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	133	40	0.000123	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1388	131_t	Meiri_Mustela_erminea_Condylo_male_Germany	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	29	21	1e-04	linear	no	mammal	Mustela erminea	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1387	131_v	Meiri_Mustela_erminea_Condylo_female_Labrador	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	12	6	5.2e-05	linear	no	mammal	Martes americana	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1386	131_r	Meiri_Mustela_erminea_Condylo_female_Britain	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	61	19	7.8e-05	linear	no	mammal	Martes americana	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1385	131_n	Meiri_Meles_meles_Condylo_male_Benelux	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	36	30	7.8e-05	linear	no	mammal	Lynx canadensis	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1384	131_m	Meiri_Martes_melampus_female	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	35	9	3.9e-05	linear	no	mammal	Martes melampus	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1383	131_k	Meiri_Martes_foina_female	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	25	23	0.000122	linear	no	mammal	Martes foina	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1382	131_j	Meiri_Martes_americana_Condylo_female_Vancouver	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	86	7	3.3e-05	linear	no	mammal	Spilogale gracilis	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1381	131_f	Meiri_Lynx_canadensis_Condylo_male_Alaska	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	36	12	6.5e-05	linear	no	mammal	Mustela putorius	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1380	131_e	Meiri_Gulo_gulo_male	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	33	25	8.6e-05	linear	no	mammal	Gulo gulo	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1379	131_d	Meiri_Canis_lupus_Condylo_female_Vancouver	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	25	10	4.8e-05	linear	no	mammal	Martes foina	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
131	1378	131_a	Meiri_Canis_latrans_female	Here we examine a diverse set of carnivore populations in search of patterns in body size change that could reflect global warming (in accord with Bergmann's rule).We used > 4400 specimens representing 22 carnivore species in 52 populations collected over the last few decades to examine whether size changed with collection date when geography and sex are accounted for.	Meiri, S., Guy, D., Dayan, T., & Simberloff, D. (2009). Global change and carnivore body size: data are stasis. Global Ecology and Biogeography, 18(2), 240-247.	https://doi.org/10.1111/j.1466-8238.2008.00437.x	26	14	9.3e-05	linear	no	mammal	Canis latrans	no	biological fieldwork	present day_study	none	terrestrial	Present	Present	Present	Present	Present	Present	NA	2009	Sunniva	NA	NA	NA
136	1377	136_h	Liow2017_Valdemunitella_valdemunita_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	23	6	2.185	linear	no	bryozoan	Valdemunitella valdemunita	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1376	136_h	Liow2017_Valdemunitella_valdemunita_length	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	23	6	2.185	linear	no	bryozoan	Valdemunitella valdemunita	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1375	136_h	Liow2017_Valdemunitella_valdemunita_area	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	23	6	2.185	area	no	bryozoan	Valdemunitella valdemunita	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1374	136_g	Liow2017_Steginoporella_magnifica_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	12	5	1.77	linear	no	bryozoan	Steginoporella magnifica	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1373	136_g	Liow2017_Steginoporella_magnifica_length	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	12	5	1.77	linear	no	bryozoan	Steginoporella magnifica	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1372	136_g	Liow2017_Steginoporella_magnifica_area	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	12	5	1.77	area	no	bryozoan	Steginoporella magnifica	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1371	136_f	Liow2017_Microporella_speculum_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	11	3	0.55	linear	no	bryozoan	Microporella speculum	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1370	136_f	Liow2017_Microporella_speculum_length	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	11	3	0.55	linear	no	bryozoan	Microporella speculum	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1369	136_f	Liow2017_Microporella_speculum_area	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	11	3	0.55	area	no	bryozoan	Microporella speculum	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1368	136_e	Liow2017_Microporella_agonistes_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	25	6	2.185	linear	no	bryozoan	Microporella agonistes	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1367	136_e	Liow2017_Microporella_agonistes_length	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	25	6	2.185	linear	no	bryozoan	Microporella agonistes	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1366	136_e	Liow2017_Microporella_agonistes_area	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	25	6	2.185	area	no	bryozoan	Microporella agonistes	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1365	136_d	Liow2017_Crepidacantha_crinispina_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	28	6	2.185	linear	no	bryozoan	Crepidacantha crinispina	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1364	136_d	Liow2017_Crepidacantha_crinispina_length	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	28	6	2.185	linear	no	bryozoan	Crepidacantha crinispina	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1363	136_d	Liow2017_Crepidacantha_crinispina_area	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	28	6	2.185	area	no	bryozoan	Crepidacantha crinispina	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
136	1362	136_c	Liow2017_Calloporina_angustipora_width	Study on communities of encrusting marine bryozoans spanning more than 2 million years. Size is a significant determinant of overgrowth outcomes: colonies with larger zooids tend to overgrow colonies with smaller zooids. Temporally coordinated changes in average zooid sizes, suggesting that different species responded to a common external driver.	Liow, L.H., Di Martino, E., Krzeminska, M., Ramsfjell, M., Rust, S., Taylor, P.D. and Voje, K.L. (2017), Relative size predicts competitive outcome through 2 million years. Ecol Lett, 20: 981-988.	https://doi-org.ezproxy.uio.no/10.1111/ele.12795	25	6	2.185	linear	no	bryozoan	Calloporina angustipora	yes	geological fieldwork	multiple non-radiometric	mixed	marine benthic	Quaternary	Present	Pleistocene	Present	Gelasian	Present	NA	2017	Sunniva	-39.9333	175.05	NA
