N;trait_mean;trait_var;age_MY;tsID;age_MY_min;age_MY_max
91;1.346263736;0.006076996;0,15645;426;NA;NA
55;1.343818182;0.0064833;0,16339;426;NA;NA
56;1.396071429;0.005522468;0,17014;426;NA;NA
53;1.366603774;0.00519209;0,17592;426;NA;NA
90;1.338888889;0.002845943;0,18171;426;NA;NA
93;1.339139785;0.004557948;0,1875;426;NA;NA
76;1.360526316;0.004269053;0,19232;426;NA;NA
83;1.370843373;0.004868792;0,19927;426;NA;NA
74;1.373243243;0.00545783;0,20547;426;NA;NA
88;1.361477273;0.003208137;0,21135;426;NA;NA
71;1.366901408;0.002753119;0,21619;426;NA;NA
110;1.360818182;0.003433269;0,22153;426;NA;NA
61;1.436229508;0.006557213;0,22892;426;NA;NA
60;1.459333333;0.010728362;0,2363;426;NA;NA
59;1.458813559;0.004134775;0,24368;426;NA;NA
120;1.42525;0.005398256;0,25046;426;NA;NA
138;1.371594203;0.003509849;0,25599;426;NA;NA
57;1.384035088;0.004942356;0,26152;426;NA;NA
58;1.385;0.003200877;0,26768;426;NA;NA
70;1.405428571;0.00547735;0,27381;426;NA;NA
92;1.42923913;0.00593458;0,28037;426;NA;NA
3;1.503333333;0.007033333;0,28752;426;NA;NA
4;1.4275;0.005891667;0,29508;426;NA;NA
64;1.41125;0.005690476;0,30264;426;NA;NA
60;1.454833333;0.005784718;0,30988;426;NA;NA
100;1.4502;0.004604;0,31669;426;NA;NA
62;1.463870968;0.005765098;0,32301;426;NA;NA
120;1.44875;0.004584139;0,32795;426;NA;NA
62;1.457741935;0.007017768;0,33289;426;NA;NA
86;1.460465116;0.005185663;0,33783;426;NA;NA
65;1.484615385;0.00696899;0,3434;426;NA;NA
112;1.474464286;0.005657368;0,34938;426;NA;NA
65;1.423692308;0.006598654;0,35576;426;NA;NA
128;1.463515625;0.004285968;0,36149;426;NA;NA
83;1.440722892;0.005916544;0,36892;426;NA;NA
119;1.462184874;0.004025694;0,37589;426;NA;NA
69;1.494927536;0.004534186;0,38286;426;NA;NA
87;1.467816092;0.004887036;0,38969;426;NA;NA
110;1.472272727;0.005056255;0,39498;426;NA;NA
120;1.450416667;0.004804027;0,39991;426;NA;NA
182;1.452747253;0.004176941;0,40555;426;NA;NA
153;1.471568627;0.006456734;0,41254;426;NA;NA
75;1.441066667;0.00584209;0,41954;426;NA;NA
137;1.44620438;0.00564137;0,42513;426;NA;NA
93;1.486344086;0.004379967;0,43019;426;NA;NA
128;1.4703125;0.005088091;0,43524;426;NA;NA
125;1.44952;0.005541703;0,43996;426;NA;NA
91;1.45956044;0.00515536;0,44502;426;NA;NA
93;1.468924731;0.00818144;0,45091;426;NA;NA
88;1.461363636;0.006094671;0,45683;426;NA;NA
100;1.4661;0.006886657;0,46274;426;NA;NA
87;1.502528736;0.009723764;0,46863;426;NA;NA
71;1.424929577;0.006171066;0,47457;426;NA;NA
124;89226.2276;495929823.2;0;425;NA;NA
106;92806.85966;436790720.5;0,00583;425;NA;NA
115;88411.55847;628659613.5;0,0113;425;NA;NA
112;82082.4731;686733702.6;0,01658;425;NA;NA
72;85442.45911;805935756.3;0,02185;425;NA;NA
80;85054.91913;1350686839;0,02829;425;NA;NA
74;81964.852;669508445.2;0,03558;425;NA;NA
91;79227.82076;890024310.8;0,04288;425;NA;NA
80;87650.04364;995055157.1;0,05039;425;NA;NA
94;94592.38333;825667357.5;0,0579;425;NA;NA
138;96886.25913;712850869.8;0,0644;425;NA;NA
83;99087.28704;541387961.4;0,06967;425;NA;NA
82;93050.52014;1019756640;0,07494;425;NA;NA
55;98038.58443;861683471.4;0,08022;425;NA;NA
70;93161.89348;711842469.2;0,09029;425;NA;NA
105;77058.25614;413724404.9;0,10036;425;NA;NA
99;90907.51065;537775015.1;0,10905;425;NA;NA
77;96787.00253;587024521.2;0,11719;425;NA;NA
97;96288.90494;578105616.1;0,12533;425;NA;NA
69;95387.74308;795561641.4;0,13347;425;NA;NA
72;76663.4491;549948894.6;0,1416;425;NA;NA
83;76053.65064;610007177.6;0,14951;425;NA;NA
91;91605.19429;649762593;0,15645;425;NA;NA
55;81980.32005;977702183.5;0,16339;425;NA;NA
56;85665.47372;712088963.8;0,17014;425;NA;NA
53;55272.51529;513007596.1;0,17592;425;NA;NA
90;64643.35693;243554541.1;0,18171;425;NA;NA
93;66979.05667;305895627.7;0,1875;425;NA;NA
76;67288.70689;318552674.6;0,19232;425;NA;NA
83;62594.78186;235775402.2;0,19927;425;NA;NA
74;61656.48787;317816207;0,20547;425;NA;NA
88;60719.99983;209598576.9;0,21135;425;NA;NA
71;59521.9761;243917926.5;0,21619;425;NA;NA
110;62725.14804;306029541.2;0,22153;425;NA;NA
61;49934.32017;229071801.4;0,22892;425;NA;NA
60;44700.68848;173853895.9;0,2363;425;NA;NA
59;47079.30598;200736741.6;0,24368;425;NA;NA
120;51299.15955;167284899.9;0,25046;425;NA;NA
138;57733.73705;139073432.8;0,25599;425;NA;NA
57;62141.80587;242015895.5;0,26152;425;NA;NA
58;51679.60794;292336873.6;0,26768;425;NA;NA
70;52737.77448;144783837.8;0,27381;425;NA;NA
92;47262.99014;110606067.9;0,28037;425;NA;NA
3;66397.19239;1653948328;0,28752;425;NA;NA
4;68266.13159;324617215.1;0,29508;425;NA;NA
64;59228.80897;221140395.3;0,30264;425;NA;NA
60;47714.55688;191697871.4;0,30988;425;NA;NA
100;52034.19434;201771363.2;0,31669;425;NA;NA
62;44715.85812;178626962;0,32301;425;NA;NA
120;52138.55896;198950723.4;0,32795;425;NA;NA
62;46987.47637;201244281.9;0,33289;425;NA;NA
86;45906.01693;95456197.29;0,33783;425;NA;NA
65;39786.04755;81340744.67;0,3434;425;NA;NA
112;42222.03042;127617075.6;0,34938;425;NA;NA
65;47675.69824;131718079.1;0,35576;425;NA;NA
128;49799.84093;116249332.3;0,36149;425;NA;NA
83;43457.56454;131949186.2;0,36892;425;NA;NA
119;44658.532;113084917;0,37589;425;NA;NA
69;46779.94756;155959934.5;0,38286;425;NA;NA
87;46034.38174;136142201;0,38969;425;NA;NA
110;43714.56166;141418738.5;0,39498;425;NA;NA
120;47992.87903;230429387;0,39991;425;NA;NA
182;46722.71782;136449461.8;0,40555;425;NA;NA
153;42829.74782;123926779.1;0,41254;425;NA;NA
75;44690.00977;122689544;0,41954;425;NA;NA
137;45007.36004;100010723.8;0,42513;425;NA;NA
93;46276.07264;154071670.3;0,43019;425;NA;NA
128;55475.48618;156086934.3;0,43524;425;NA;NA
125;55022.76211;198734136.4;0,43996;425;NA;NA
91;58507.68802;186113591.1;0,44502;425;NA;NA
93;48409.22064;131146775.8;0,45091;425;NA;NA
88;47709.11865;151298586.7;0,45683;425;NA;NA
100;46986.15015;157854165.9;0,46274;425;NA;NA
87;51735.2859;123123163;0,46863;425;NA;NA
71;50313.02232;155450451.9;0,47457;425;NA;NA
88;1.459431818;0.009115765;0;424;NA;NA
61;1.435737705;0.009724863;0,00583;424;NA;NA
98;1.454183673;0.009181286;0,0113;424;NA;NA
100;1.4479;0.007790495;0,01658;424;NA;NA
64;1.48859375;0.011932912;0,02185;424;NA;NA
64;1.50796875;0.009273586;0,02829;424;NA;NA
57;1.548596491;0.008305138;0,03558;424;NA;NA
65;1.571076923;0.013825385;0,04288;424;NA;NA
85;1.564705882;0.011901401;0,05039;424;NA;NA
77;1.541428571;0.01545188;0,0579;424;NA;NA
107;1.435794393;0.005828372;0,0644;424;NA;NA
65;1.449076923;0.00742101;0,06967;424;NA;NA
65;1.466;0.0098275;0,07494;424;NA;NA
17;1.564117647;0.006750735;0,08022;424;NA;NA
49;1.57244898;0.012560544;0,09029;424;NA;NA
46;1.570217391;0.010735507;0,10036;424;NA;NA
38;1.507631579;0.010261807;0,10905;424;NA;NA
102;1.457156863;0.009258173;0,11719;424;NA;NA
108;1.473425926;0.006357312;0,12533;424;NA;NA
75;1.478;0.009740541;0,13347;424;NA;NA
65;1.477076923;0.00828351;0,1416;424;NA;NA
93;1.487311828;0.00784813;0,14951;424;NA;NA
80;1.451375;0.007206946;0,15645;424;NA;NA
115;1.452956522;0.007443814;0,16339;424;NA;NA
113;1.437168142;0.007425838;0,17014;424;NA;NA
56;1.435357143;0.007647143;0,17592;424;NA;NA
95;1.443157895;0.00860056;0,18171;424;NA;NA
106;1.457924528;0.008595651;0,1875;424;NA;NA
95;1.473368421;0.007977895;0,19232;424;NA;NA
112;1.466696429;0.007824123;0,19927;424;NA;NA
84;1.3975;0.00805994;0,20547;424;NA;NA
93;1.406344086;0.007908228;0,21135;424;NA;NA
79;1.428860759;0.006769198;0,21619;424;NA;NA
73;1.40890411;0.005857116;0,22153;424;NA;NA
99;1.407777778;0.006003175;0,22892;424;NA;NA
99;1.420505051;0.006431375;0,2363;424;NA;NA
75;1.4384;0.005546054;0,24368;424;NA;NA
124;1.436935484;0.006019801;0,25046;424;NA;NA
104;1.425961538;0.006305863;0,25599;424;NA;NA
80;1.4025;0.006791139;0,26152;424;NA;NA
85;1.406352941;0.006454398;0,26768;424;NA;NA
75;1.408666667;0.006314414;0,27381;424;NA;NA
78;1.436923077;0.007629371;0,28037;424;NA;NA
51;1.421960784;0.008456078;0,28752;424;NA;NA
124;1.427822581;0.005609041;0,29508;424;NA;NA
51;1.481960784;0.011272078;0,30264;424;NA;NA
68;1.479117647;0.009330553;0,30988;424;NA;NA
61;1.459836066;0.008384973;0,31669;424;NA;NA
76;1.491710526;0.006827702;0,32301;424;NA;NA
55;1.450363636;0.007725791;0,32795;424;NA;NA
56;1.419107143;0.006124643;0,33289;424;NA;NA
86;1.44255814;0.007463967;0,33783;424;NA;NA
57;1.436666667;0.007179762;0,3434;424;NA;NA
68;1.437647059;0.009421247;0,34938;424;NA;NA
57;1.430701754;0.008024499;0,35576;424;NA;NA
66;1.465606061;0.009181935;0,36149;424;NA;NA
63;1.405714286;0.00674424;0,36892;424;NA;NA
42;1.438095238;0.008118235;0,37589;424;NA;NA
139;1.436402878;0.006410155;0,38286;424;NA;NA
77;1.422337662;0.011110253;0,38969;424;NA;NA
98;1.474387755;0.00772591;0,39498;424;NA;NA
64;1.4728125;0.010912599;0,39991;424;NA;NA
60;1.467;0.007163729;0,40555;424;NA;NA
123;1.447398374;0.006591537;0,41254;424;NA;NA
19;1.487894737;0.006850877;0,41954;424;NA;NA
95;1.486947368;0.00907037;0,42513;424;NA;NA
98;1.476632653;0.011595761;0,43019;424;NA;NA
116;1.489224138;0.011647219;0,43524;424;NA;NA
111;1.538198198;0.012182179;0,43996;424;NA;NA
99;1.494242424;0.011675696;0,44502;424;NA;NA
120;1.479583333;0.009483018;0,45091;424;NA;NA
78;1.503717949;0.012366517;0,45683;424;NA;NA
87;1.49908046;0.015741005;0,46274;424;NA;NA
92;1.51076087;0.014222492;0,46863;424;NA;NA
92;1.501195652;0.010542511;0,47457;424;NA;NA
88;107508.0968;1306617367;0;423;NA;NA
61;102868.141;491302934.9;0,00583;423;NA;NA
98;91143.64653;617321032.1;0,0113;423;NA;NA
100;91917.018;746048184.1;0,01658;423;NA;NA
64;103460.9963;830875931.3;0,02185;423;NA;NA
64;103441.3538;1343243676;0,02829;423;NA;NA
57;109583.28;675069783.3;0,03558;423;NA;NA
65;109621.8609;894637652;0,04288;423;NA;NA
85;116244.9487;657633339.1;0,05039;423;NA;NA
77;100375.9153;590929315.3;0,0579;423;NA;NA
107;113386.8886;1016657933;0,0644;423;NA;NA
65;112905.8252;1001349655;0,06967;423;NA;NA
65;99526.86831;943148675.9;0,07494;423;NA;NA
17;94659.45882;803293844.8;0,08022;423;NA;NA
49;100391.6645;323008125.1;0,09029;423;NA;NA
46;104539.8678;530205691.6;0,10036;423;NA;NA
38;94124.38737;666333504;0,10905;423;NA;NA
102;86132.60471;310500071.8;0,11719;423;NA;NA
108;91542.24;386380492.1;0,12533;423;NA;NA
75;84160.5552;491876830.1;0,13347;423;NA;NA
65;80983.8;441566940.2;0,1416;423;NA;NA
93;90988.04903;508060089;0,14951;423;NA;NA
80;92695.3875;422049663.9;0,15645;423;NA;NA
115;95475.41843;747287338.8;0,16339;423;NA;NA
113;101735.8853;568039176.5;0,17014;423;NA;NA
56;104935.1529;1333722828;0,17592;423;NA;NA
95;98103.78947;545355568.4;0,18171;423;NA;NA
106;94135.63245;497121962.5;0,1875;423;NA;NA
95;94852.63705;760746437.4;0,19232;423;NA;NA
112;98325.14786;747912110.2;0,19927;423;NA;NA
84;106029.54;951255617.8;0,20547;423;NA;NA
93;102395.0787;833473763.3;0,21135;423;NA;NA
79;96469.07241;620908477.6;0,21619;423;NA;NA
73;100151.3737;706751974.4;0,22153;423;NA;NA
99;104310;947926350.8;0,22892;423;NA;NA
99;105538.2545;1264614974;0,2363;423;NA;NA
75;97607.592;817219683.9;0,24368;423;NA;NA
124;103965.8255;994389371.6;0,25046;423;NA;NA
104;106678.7135;1087554338;0,25599;423;NA;NA
80;117930.5325;1256782415;0,26152;423;NA;NA
85;117493.416;1292294252;0,26768;423;NA;NA
75;107949.5856;940873057.7;0,27381;423;NA;NA
78;108007.2277;847113567.7;0,28037;423;NA;NA
51;126540.6141;987801068.2;0,28752;423;NA;NA
124;109923.0097;564704558.8;0,29508;423;NA;NA
51;94114.12235;927096606.9;0,30264;423;NA;NA
68;108651.3988;935324646.8;0,30988;423;NA;NA
61;104933.5082;1904581306;0,31669;423;NA;NA
76;92206.47789;1130987154;0,32301;423;NA;NA
55;95586.65673;982983296.5;0,32795;423;NA;NA
56;103081.2943;764120475.7;0,33289;423;NA;NA
86;99807.59721;1096479342;0,33783;423;NA;NA
57;103916.9179;1370728255;0,3434;423;NA;NA
68;112696.5865;1649192462;0,34938;423;NA;NA
57;119361.6568;1607236621;0,35576;423;NA;NA
66;97468.23273;1304114362;0,36149;423;NA;NA
63;118847.3657;1506558606;0,36892;423;NA;NA
42;96602.06571;1173812767;0,37589;423;NA;NA
139;111915.0311;914692019.9;0,38286;423;NA;NA
77;108124.5226;902167365.4;0,38969;423;NA;NA
98;108278.4196;989214972;0,39498;423;NA;NA
64;96116.67563;1358156718;0,39991;423;NA;NA
60;98523.27;1008824477;0,40555;423;NA;NA
123;99276.41854;874782203.9;0,41254;423;NA;NA
19;108895.7179;748228855.8;0,41954;423;NA;NA
95;108219.4787;772956894.9;0,42513;423;NA;NA
98;133881.4286;1708350039;0,43019;423;NA;NA
116;135593.9162;1693195017;0,43524;423;NA;NA
111;117728.9611;1072595907;0,43996;423;NA;NA
99;104801.9236;1103236064;0,44502;423;NA;NA
120;127215.954;1516290611;0,45091;423;NA;NA
78;107384.3169;1375840459;0,45683;423;NA;NA
87;113015.8924;1186685884;0,46274;423;NA;NA
92;116790.167;1948893460;0,46863;423;NA;NA
92;95388.10043;865370073.6;0,47457;423;NA;NA
24;1.07030303;0.087293388;0;210;NA;NA
12;1.140909091;0.087293388;0,0231;210;NA;NA
30;0.808181818;0.087293388;0,0267;210;NA;NA
28;1.316969697;0.087293388;0,0374;210;NA;NA
62;1.049090909;0.087293388;0,04;210;NA;NA
31;1.192272727;0.087293388;0,0472;210;NA;NA
16;0.923787879;0.087293388;0,0507;210;NA;NA
16;1.182272727;0.087293388;0,0534;210;NA;NA
16;1.114242424;0.087293388;0,0614;210;NA;NA
15;1.180757576;0.087293388;0,0641;210;NA;NA
16;1.201363636;0.087293388;0,0694;210;NA;NA
16;0.987272727;0.087293388;0,0801;210;NA;NA
16;0.94530303;0.087293388;0,0907;210;NA;NA
12;1.098181818;0.087293388;0,0925;210;NA;NA
15;1.059545455;0.087293388;0,103;210;NA;NA
12;1.042575758;0.087293388;0,109;210;NA;NA
11;1.227878788;0.087293388;0,117;210;NA;NA
26;1.732121212;0.087293388;0,119;210;NA;NA
13;1.145757576;0.087293388;0,122;210;NA;NA
26;1.103030303;0.087293388;0,127;210;NA;NA
12;1.351666667;0.087293388;0,13;210;NA;NA
39;1.12969697;0.087293388;0,133;210;NA;NA
13;1.361818182;0.087293388;0,137;210;NA;NA
18;1.047121212;0.087293388;0,142;210;NA;NA
30;1.033181818;0.087293388;0,145;210;NA;NA
17;1.232727273;0.087293388;0,147;210;NA;NA
21;1.164393939;0.087293388;0,15;210;NA;NA
42;1.172575758;0.087293388;0,157;210;NA;NA
31;1.158333333;0.087293388;0,16;210;NA;NA
28;0.940909091;0.087293388;0,163;210;NA;NA
34;1.293030303;0.087293388;0,165;210;NA;NA
13;1.067878788;0.087293388;0,168;210;NA;NA
17;1.228484848;0.087293388;0,173;210;NA;NA
14;1.160757576;0.087293388;0,18;210;NA;NA
14;0.999393939;0.087293388;0,182;210;NA;NA
22;1.291818182;0.087293388;0,188;210;NA;NA
12;1.190757576;0.087293388;0,193;210;NA;NA
14;0.815606061;0.087293388;0,194;210;NA;NA
16;0.980606061;0.087293388;0,206;210;NA;NA
13;1.01530303;0.087293388;0,216;210;NA;NA
14;1.021818182;0.087293388;0,219;210;NA;NA
15;1.710757576;0.087293388;0,23;210;NA;NA
29;1.724848485;0.087293388;0,238;210;NA;NA
31;1.499242424;0.087293388;0,245;210;NA;NA
15;1.132727273;0.087293388;0,247;210;NA;NA
60;1.713484848;0.087293388;0,25;210;NA;NA
24;0.537878788;0.005718568;0;209;NA;NA
12;0.491818182;0.005718568;0,0231;209;NA;NA
30;0.377424242;0.005718568;0,0267;209;NA;NA
28;0.502575758;0.005718568;0,0374;209;NA;NA
62;0.470151515;0.005718568;0,04;209;NA;NA
31;0.538333333;0.005718568;0,0472;209;NA;NA
16;0.467575758;0.005718568;0,0507;209;NA;NA
16;0.461969697;0.005718568;0,0534;209;NA;NA
16;0.480606061;0.005718568;0,0614;209;NA;NA
15;0.552575758;0.005718568;0,0641;209;NA;NA
16;0.522121212;0.005718568;0,0694;209;NA;NA
16;0.494393939;0.005718568;0,0801;209;NA;NA
16;0.44030303;0.005718568;0,0907;209;NA;NA
12;0.441818182;0.005718568;0,0925;209;NA;NA
15;0.410757576;0.005718568;0,103;209;NA;NA
12;0.42030303;0.005718568;0,109;209;NA;NA
11;0.525151515;0.005718568;0,117;209;NA;NA
26;0.604393939;0.005718568;0,119;209;NA;NA
13;0.524242424;0.005718568;0,122;209;NA;NA
26;0.478333333;0.005718568;0,127;209;NA;NA
12;0.607424242;0.005718568;0,13;209;NA;NA
39;0.486212121;0.005718568;0,133;209;NA;NA
13;0.518787879;0.005718568;0,137;209;NA;NA
18;0.494242424;0.005718568;0,142;209;NA;NA
30;0.517121212;0.005718568;0,145;209;NA;NA
17;0.518333333;0.005718568;0,147;209;NA;NA
21;0.480454545;0.005718568;0,15;209;NA;NA
42;0.461666667;0.005718568;0,157;209;NA;NA
31;0.465757576;0.005718568;0,16;209;NA;NA
28;0.436212121;0.005718568;0,163;209;NA;NA
34;0.525151515;0.005718568;0,165;209;NA;NA
13;0.462424242;0.005718568;0,168;209;NA;NA
17;0.507575758;0.005718568;0,173;209;NA;NA
14;0.496363636;0.005718568;0,18;209;NA;NA
14;0.456818182;0.005718568;0,182;209;NA;NA
22;0.505757576;0.005718568;0,188;209;NA;NA
12;0.461969697;0.005718568;0,193;209;NA;NA
14;0.433484848;0.005718568;0,194;209;NA;NA
16;0.43530303;0.005718568;0,206;209;NA;NA
13;0.436363636;0.005718568;0,216;209;NA;NA
14;0.460454545;0.005718568;0,219;209;NA;NA
15;0.602878788;0.005718568;0,23;209;NA;NA
29;0.606363636;0.005718568;0,238;209;NA;NA
31;0.553484848;0.005718568;0,245;209;NA;NA
15;0.488030303;0.005718568;0,247;209;NA;NA
60;0.602575758;0.005718568;0,25;209;NA;NA
24;0.375151515;0.0047422;0;208;NA;NA
12;0.353333333;0.0047422;0,0231;208;NA;NA
30;0.285606061;0.0047422;0,0267;208;NA;NA
28;0.400454545;0.0047422;0,0374;208;NA;NA
62;0.376212121;0.0047422;0,04;208;NA;NA
31;0.421969697;0.0047422;0,0472;208;NA;NA
16;0.366969697;0.0047422;0,0507;208;NA;NA
16;0.37;0.0047422;0,0534;208;NA;NA
16;0.382727273;0.0047422;0,0614;208;NA;NA
15;0.467121212;0.0047422;0,0641;208;NA;NA
16;0.423181818;0.0047422;0,0694;208;NA;NA
16;0.385909091;0.0047422;0,0801;208;NA;NA
16;0.34969697;0.0047422;0,0907;208;NA;NA
12;0.365606061;0.0047422;0,0925;208;NA;NA
15;0.353484848;0.0047422;0,103;208;NA;NA
12;0.352272727;0.0047422;0,109;208;NA;NA
11;0.421969697;0.0047422;0,117;208;NA;NA
26;0.51030303;0.0047422;0,119;208;NA;NA
13;0.431212121;0.0047422;0,122;208;NA;NA
26;0.394090909;0.0047422;0,127;208;NA;NA
12;0.482878788;0.0047422;0,13;208;NA;NA
39;0.417272727;0.0047422;0,133;208;NA;NA
13;0.435909091;0.0047422;0,137;208;NA;NA
18;0.403181818;0.0047422;0,142;208;NA;NA
30;0.424848485;0.0047422;0,145;208;NA;NA
17;0.432727273;0.0047422;0,147;208;NA;NA
21;0.416969697;0.0047422;0,15;208;NA;NA
42;0.408787879;0.0047422;0,157;208;NA;NA
31;0.411212121;0.0047422;0,16;208;NA;NA
28;0.369848485;0.0047422;0,163;208;NA;NA
34;0.43469697;0.0047422;0,165;208;NA;NA
13;0.391363636;0.0047422;0,168;208;NA;NA
17;0.427424242;0.0047422;0,173;208;NA;NA
14;0.393333333;0.0047422;0,18;208;NA;NA
14;0.384545455;0.0047422;0,182;208;NA;NA
22;0.432272727;0.0047422;0,188;208;NA;NA
12;0.394242424;0.0047422;0,193;208;NA;NA
14;0.347424242;0.0047422;0,194;208;NA;NA
16;0.337272727;0.0047422;0,206;208;NA;NA
13;0.363030303;0.0047422;0,216;208;NA;NA
14;0.370757576;0.0047422;0,219;208;NA;NA
15;0.525;0.0047422;0,23;208;NA;NA
29;0.506212121;0.0047422;0,238;208;NA;NA
31;0.464848485;0.0047422;0,245;208;NA;NA
15;0.403484848;0.0047422;0,247;208;NA;NA
60;0.491363636;0.0047422;0,25;208;NA;NA
24;0.215909091;0.003083615;0;207;NA;NA
12;0.218333333;0.003083615;0,0231;207;NA;NA
30;0.201363636;0.003083615;0,0267;207;NA;NA
28;0.23969697;0.003083615;0,0374;207;NA;NA
62;0.243181818;0.003083615;0,04;207;NA;NA
31;0.283181818;0.003083615;0,0472;207;NA;NA
16;0.229848485;0.003083615;0,0507;207;NA;NA
16;0.238333333;0.003083615;0,0534;207;NA;NA
16;0.242424242;0.003083615;0,0614;207;NA;NA
15;0.315909091;0.003083615;0,0641;207;NA;NA
16;0.303181818;0.003083615;0,0694;207;NA;NA
16;0.262424242;0.003083615;0,0801;207;NA;NA
16;0.274848485;0.003083615;0,0907;207;NA;NA
12;0.248787879;0.003083615;0,0925;207;NA;NA
15;0.256515152;0.003083615;0,103;207;NA;NA
12;0.240454545;0.003083615;0,109;207;NA;NA
11;0.303636364;0.003083615;0,117;207;NA;NA
26;0.343939394;0.003083615;0,119;207;NA;NA
13;0.318787879;0.003083615;0,122;207;NA;NA
26;0.307272727;0.003083615;0,127;207;NA;NA
12;0.33530303;0.003083615;0,13;207;NA;NA
39;0.302575758;0.003083615;0,133;207;NA;NA
13;0.315151515;0.003083615;0,137;207;NA;NA
18;0.310151515;0.003083615;0,142;207;NA;NA
30;0.333484848;0.003083615;0,145;207;NA;NA
17;0.315151515;0.003083615;0,147;207;NA;NA
21;0.310454545;0.003083615;0,15;207;NA;NA
42;0.319090909;0.003083615;0,157;207;NA;NA
31;0.319090909;0.003083615;0,16;207;NA;NA
28;0.284848485;0.003083615;0,163;207;NA;NA
34;0.314545455;0.003083615;0,165;207;NA;NA
13;0.283636364;0.003083615;0,168;207;NA;NA
17;0.315757576;0.003083615;0,173;207;NA;NA
14;0.292121212;0.003083615;0,18;207;NA;NA
14;0.285757576;0.003083615;0,182;207;NA;NA
22;0.319545455;0.003083615;0,188;207;NA;NA
12;0.310151515;0.003083615;0,193;207;NA;NA
14;0.270909091;0.003083615;0,194;207;NA;NA
16;0.279545455;0.003083615;0,206;207;NA;NA
13;0.28969697;0.003083615;0,216;207;NA;NA
14;0.305757576;0.003083615;0,219;207;NA;NA
15;0.39469697;0.003083615;0,23;207;NA;NA
29;0.395909091;0.003083615;0,238;207;NA;NA
31;0.347575758;0.003083615;0,245;207;NA;NA
15;0.313939394;0.003083615;0,247;207;NA;NA
60;0.382272727;0.003083615;0,25;207;NA;NA
24;0.200606061;0.002481851;0;206;NA;NA
12;0.206515152;0.002481851;0,0231;206;NA;NA
30;0.183181818;0.002481851;0,0267;206;NA;NA
28;0.228636364;0.002481851;0,0374;206;NA;NA
62;0.219090909;0.002481851;0,04;206;NA;NA
31;0.267424242;0.002481851;0,0472;206;NA;NA
16;0.230151515;0.002481851;0,0507;206;NA;NA
16;0.214393939;0.002481851;0,0534;206;NA;NA
16;0.233636364;0.002481851;0,0614;206;NA;NA
15;0.289393939;0.002481851;0,0641;206;NA;NA
16;0.292272727;0.002481851;0,0694;206;NA;NA
16;0.248181818;0.002481851;0,0801;206;NA;NA
16;0.223030303;0.002481851;0,0907;206;NA;NA
12;0.238484848;0.002481851;0,0925;206;NA;NA
15;0.228939394;0.002481851;0,103;206;NA;NA
12;0.242424242;0.002481851;0,109;206;NA;NA
11;0.263484848;0.002481851;0,117;206;NA;NA
26;0.322727273;0.002481851;0,119;206;NA;NA
13;0.298181818;0.002481851;0,122;206;NA;NA
26;0.284393939;0.002481851;0,127;206;NA;NA
12;0.316363636;0.002481851;0,13;206;NA;NA
39;0.27969697;0.002481851;0,133;206;NA;NA
13;0.285606061;0.002481851;0,137;206;NA;NA
18;0.278939394;0.002481851;0,142;206;NA;NA
30;0.293181818;0.002481851;0,145;206;NA;NA
17;0.295;0.002481851;0,147;206;NA;NA
21;0.292424242;0.002481851;0,15;206;NA;NA
42;0.276060606;0.002481851;0,157;206;NA;NA
31;0.288484848;0.002481851;0,16;206;NA;NA
28;0.265;0.002481851;0,163;206;NA;NA
34;0.300757576;0.002481851;0,165;206;NA;NA
13;0.272727273;0.002481851;0,168;206;NA;NA
17;0.313484848;0.002481851;0,173;206;NA;NA
14;0.281363636;0.002481851;0,18;206;NA;NA
14;0.260757576;0.002481851;0,182;206;NA;NA
22;0.290151515;0.002481851;0,188;206;NA;NA
12;0.287121212;0.002481851;0,193;206;NA;NA
14;0.246818182;0.002481851;0,194;206;NA;NA
16;0.254090909;0.002481851;0,206;206;NA;NA
13;0.262272727;0.002481851;0,216;206;NA;NA
14;0.260454545;0.002481851;0,219;206;NA;NA
15;0.32530303;0.002481851;0,23;206;NA;NA
29;0.356666667;0.002481851;0,238;206;NA;NA
31;0.325151515;0.002481851;0,245;206;NA;NA
15;0.288939394;0.002481851;0,247;206;NA;NA
60;0.345606061;0.002481851;0,25;206;NA;NA
24;0.127272727;0.001464802;0;205;NA;NA
12;0.138030303;0.001464802;0,0231;205;NA;NA
30;0.087121212;0.001464802;0,0267;205;NA;NA
28;0.128181818;0.001464802;0,0374;205;NA;NA
62;0.11969697;0.001464802;0,04;205;NA;NA
31;0.175;0.001464802;0,0472;205;NA;NA
16;0.146060606;0.001464802;0,0507;205;NA;NA
16;0.143484848;0.001464802;0,0534;205;NA;NA
16;0.168333333;0.001464802;0,0614;205;NA;NA
15;0.149242424;0.001464802;0,0641;205;NA;NA
16;0.153484848;0.001464802;0,0694;205;NA;NA
16;0.136363636;0.001464802;0,0801;205;NA;NA
16;0.127878788;0.001464802;0,0907;205;NA;NA
12;0.126060606;0.001464802;0,0925;205;NA;NA
15;0.13469697;0.001464802;0,103;205;NA;NA
12;0.117272727;0.001464802;0,109;205;NA;NA
11;0.146666667;0.001464802;0,117;205;NA;NA
26;0.171818182;0.001464802;0,119;205;NA;NA
13;0.162878788;0.001464802;0,122;205;NA;NA
26;0.166666667;0.001464802;0,127;205;NA;NA
