N;trait_mean;trait_var;age_MY;tsID;age_MY_min;age_MY_max
94;8.75137458432505;0.0228705818241103;0,9265;1292;0.917;0.936
1;9.37415004050849;0;1,109;1292;1.104;1.114
5;8.7033934002675;0.00805058044507639;1,829;1292;1.826;1.832
14;8.59427940712401;0.0304612438233332;1,8505;1292;1.826;1.875
97;8.45455349570315;0.0314289304948229;1,966;1292;1.915;2.017
102;8.46221881793067;0.0303052771366496;2,1895;1292;2.088;2.291
1;8.63112603428103;0;2,4645;1292;2.452;2.477
74;0.112501754189686;6.66012980603165e-05;0;1293;0;0
28;0.118679182714164;5.86175956126116e-05;0,0045;1293;0.003;0.006
17;0.113772825460417;5.41099471330634e-05;0,399;1293;0.374;0.424
33;0.115158599555556;4.82844183718815e-05;0,451;1293;0.424;0.478
182;0.116493016269161;7.49015432204949e-05;0,5055;1293;0.478;0.533
135;0.110332266278288;0.00013824027169312;0,548;1293;0.533;0.563
202;0.110892254307257;5.59044613145408e-05;0,6485;1293;0.621;0.676
1;0.113438563339684;0;0,768;1293;0.761;0.775
94;0.110798133182013;6.9416562639189e-05;0,9265;1293;0.917;0.936
1;0.154640146234658;0;1,109;1293;1.104;1.114
5;0.107807126152094;2.36372958093919e-05;1,829;1293;1.826;1.832
14;0.104411128381608;9.66261206799153e-05;1,8505;1293;1.826;1.875
97;0.0999399920781518;6.90051780827917e-05;1,966;1293;1.915;2.017
102;0.0994209521439149;6.52899616505818e-05;2,1895;1293;2.088;2.291
1;0.103609095913317;0;2,4645;1293;2.452;2.477
74;0.0726178773394818;5.46255047540964e-05;0;1294;0;0
28;0.0775541431130765;2.24453711737461e-05;0,0045;1294;0.003;0.006
17;0.0738907254910481;4.20952630165462e-05;0,399;1294;0.374;0.424
33;0.0775630035000355;3.89968899204392e-05;0,451;1294;0.424;0.478
182;0.0778188392605117;6.20574063325683e-05;0,5055;1294;0.478;0.533
135;0.0736143714957098;8.44562672946574e-05;0,548;1294;0.533;0.563
202;0.0739219487817073;3.17524091417193e-05;0,6485;1294;0.621;0.676
1;0.0712970810180108;0;0,768;1294;0.761;0.775
94;0.0754653884161883;6.35400931366038e-05;0,9265;1294;0.917;0.936
1;0.108185945603675;0;1,109;1294;1.104;1.114
5;0.072463186372715;2.63246503788721e-05;1,829;1294;1.826;1.832
14;0.0674540301339209;3.63115811843263e-05;1,8505;1294;1.826;1.875
97;0.0630369676788301;4.7832748057561e-05;1,966;1294;1.915;2.017
102;0.0643648873968282;5.71799458728802e-05;2,1895;1294;2.088;2.291
1;0.0700347089720104;0;2,4645;1294;2.452;2.477
59;10.3900150213241;0.237595850696616;0;1295;0;0
23;10.5382899099583;0.0357820691676732;0,0045;1295;0.003;0.006
8;10.2369992608098;0.127369277913709;0,399;1295;0.374;0.424
23;10.5001345932375;0.15769488246322;0,451;1295;0.424;0.478
136;10.4421541889404;0.210757169043029;0,5055;1295;0.478;0.533
97;10.3578388025625;0.189736562424198;0,548;1295;0.533;0.563
154;10.3924384725875;0.232300202601615;0,6485;1295;0.621;0.676
1;9.98375859661951;0;0,768;1295;0.761;0.775
56;10.4430019263624;0.250862997777806;0,9265;1295;0.917;0.936
3;9.92796916284242;1.32408078445505;1,829;1295;1.826;1.832
6;10.174436715983;0.133190491902606;1,8505;1295;1.826;1.875
80;10.164817724765;0.169688715717531;1,966;1295;1.915;2.017
81;10.2657606684644;0.112981015675723;2,1895;1295;2.088;2.291
59;0.235730357858677;0.00250052505253362;0;1296;0;0
23;0.247549990119444;0.00047989706264889;0,0045;1296;0.003;0.006
8;0.212694823055117;0.00147023217250031;0,399;1296;0.374;0.424
23;0.239281548084799;0.00212548004656134;0,451;1296;0.424;0.478
136;0.240081841450668;0.00251772051187211;0,5055;1296;0.478;0.533
97;0.232017940447109;0.00197715147105626;0,548;1296;0.533;0.563
154;0.236284259477903;0.00249253379822032;0,6485;1296;0.621;0.676
1;0.206281648728674;0;0,768;1296;0.761;0.775
56;0.241909841844401;0.00296542517516104;0,9265;1296;0.917;0.936
3;0.19587986203307;0.0135823902685593;1,829;1296;1.826;1.832
6;0.203503531181215;0.00094565172832502;1,8505;1296;1.826;1.875
80;0.205765180521898;0.00196170315303049;1,966;1296;1.915;2.017
81;0.213714988235503;0.00126500836834377;2,1895;1296;2.088;2.291
59;0.199758554843591;0.00222988377606349;0;1297;0;0
23;0.210781048016618;0.000317268307793638;0,0045;1297;0.003;0.006
8;0.179398520804093;0.000991903092841056;0,399;1297;0.374;0.424
23;0.210298878716364;0.002044390399131;0,451;1297;0.424;0.478
136;0.203975803496728;0.00197315309183925;0,5055;1297;0.478;0.533
97;0.193750462853025;0.00146495762869615;0,548;1297;0.533;0.563
154;0.197334691996092;0.00170962237842584;0,6485;1297;0.621;0.676
1;0.153861916171759;0;0,768;1297;0.761;0.775
56;0.203638482656373;0.00217695544961965;0,9265;1297;0.917;0.936
3;0.172556339530351;0.0124049615778406;1,829;1297;1.826;1.832
6;0.179160797074163;0.00158753381601623;1,8505;1297;1.826;1.875
80;0.174767185566573;0.00151395614174444;1,966;1297;1.915;2.017
81;0.182334494721168;0.000998155309075408;2,1895;1297;2.088;2.291
71;7.32650311209019;0.10250973592721;0;1298;0;0
28;7.48347054834533;0.0383522718532809;0,0045;1298;0.003;0.006
15;7.3258684405399;0.0376183169910605;0,399;1298;0.374;0.424
26;7.39930642038615;0.017979442075388;0,451;1298;0.424;0.478
175;7.40418444974579;0.0757687672510937;0,5055;1298;0.478;0.533
113;7.31145897122631;0.045395203610203;0,548;1298;0.533;0.563
197;7.39232924074848;0.0517676124923557;0,6485;1298;0.621;0.676
1;7.32130521980846;0;0,768;1298;0.761;0.775
80;7.41632334096135;0.0346043703855948;0,9265;1298;0.917;0.936
5;7.6556481995099;0.202992514014078;1,829;1298;1.826;1.832
11;7.42109625047578;0.336015311371285;1,8505;1298;1.826;1.875
64;7.50921692604817;0.219360922823249;1,966;1298;1.915;2.017
62;7.46952973310572;0.227558730186168;2,1895;1298;2.088;2.291
71;0.0482198363153077;0.000151793731343686;0;1299;0;0
28;0.0525685095009683;5.5944104672239e-05;0,0045;1299;0.003;0.006
15;0.0480195340601617;3.74511379619868e-05;0,399;1299;0.374;0.424
26;0.050034658012997;1.77075888780948e-05;0,451;1299;0.424;0.478
175;0.0500638805246262;8.56810405311309e-05;0,5055;1299;0.478;0.533
113;0.0478261844362941;3.75269574956705e-05;0,548;1299;0.533;0.563
197;0.0498229456529109;5.26114289937943e-05;0,6485;1299;0.621;0.676
1;0.0486715428523771;0;0,768;1299;0.761;0.775
