order,family,genus,species,binomial,adult_body_mass_g,adult_head_body_len_mm,gestation_days,litter_size,litters_per_year,max_longevity_months,weaning_age_days,neonate_body_mass_g,sexual_maturity_age_days,diet_breadth,habitat_breadth,trophic_level,home_range_km2,pop_density_per_km2,geog_range_km2
Rodentia,Heteromyidae,Perognathus,merriami,Perognathus merriami,6.94,58.7,,4.18,,30.0,,,,3,2,2,0.008251478,170.0,695708.88
Rodentia,Heteromyidae,Perognathus,parvus,Perognathus parvus,21.56,81.57,23.5,4.86,2.0,48.0,21.0,1.5,341.37,3,2,2,0.001580096,2738.17,922062.88
Rodentia,Cricetidae,Peromyscus,attwateri,Peromyscus attwateri,27.9,,,3.53,,18.0,,,,5,,2,0.00180695,296.52,454032.48
Rodentia,Cricetidae,Peromyscus,aztecus,Peromyscus aztecus,34.0,112.0,,3.49,,,,,,2,,1,,899.99,
Rodentia,Cricetidae,Peromyscus,boylii,Peromyscus boylii,23.9,,23.3,3.18,,18.0,,2.19,56.67,,,,0.002848598,521.08,2628523.09
Rodentia,Cricetidae,Peromyscus,bullatus,Peromyscus bullatus,40.0,,,,,,,,,,,,,,2913.33
Rodentia,Cricetidae,Peromyscus,californicus,Peromyscus californicus,42.68,116.0,32.95,1.94,4.37,,29.83,4.31,50.0,6,,2,0.001126808,3706.83,158708.41
Rodentia,Cricetidae,Peromyscus,crinitus,Peromyscus crinitus,16.32,82.84,25.33,3.08,2.05,,23.91,2.19,71.19,4,,2,0.003136673,1198.07,929829.3
Rodentia,Cricetidae,Peromyscus,dickeyi,Peromyscus dickeyi,28.6,100.79,,,,,,,,,,,,,0.007247273
Rodentia,Cricetidae,Peromyscus,difficilis,Peromyscus difficilis,27.95,,,3.88,,,25.9,,,,,,,162.09,437500.41
Rodentia,Cricetidae,Peromyscus,eremicus,Peromyscus eremicus,22.73,91.4,27.35,2.52,3.0,,20.88,2.51,54.07,6,2,2,0.002263355,431.41,
Rodentia,Cricetidae,Peromyscus,eva,Peromyscus eva,21.99,,,,,,,,,,,,,,64741.35
Rodentia,Cricetidae,Peromyscus,furvus,Peromyscus furvus,32.99,,,1.94,,,,,,,,,,,22500.45
Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,27.68,98.51,23.0,3.7,4.0,15.5,22.33,2.19,49.58,1,2,3,0.00396074,513.28,1151301.69
Rodentia,Cricetidae,Peromyscus,grandis,Peromyscus grandis,71.0,,,2.43,,,,,,,,,,,5437.62
Rodentia,Cricetidae,Peromyscus,gratus,Peromyscus gratus,27.35,,,,,,,,,,,,,,600842.22
Rodentia,Cricetidae,Peromyscus,guatemalensis,Peromyscus guatemalensis,40.0,,,1.94,,,,,,,,,,,19099.86
Rodentia,Cricetidae,Peromyscus,gymnotis,Peromyscus gymnotis,40.0,,,,,,,,,,,,,,40365.9
Rodentia,Cricetidae,Peromyscus,hooperi,Peromyscus hooperi,35.99,,33.5,3.09,,,22.67,2.62,78.23,,,,,,19897.04
Rodentia,Cricetidae,Peromyscus,keeni,Peromyscus keeni,28.25,93.49,,5.99,2.0,,,,,,,,0.003267089,1021.13,174924.33
Rodentia,Cricetidae,Peromyscus,leucopus,Peromyscus leucopus,18.07,94.41,23.17,4.27,4.5,38.0,21.49,1.8,45.15,6,3,2,0.000886749,1444.64,5841433.18
Chiroptera,Mormoopidae,Pteronotus,parnellii,Pteronotus parnellii,19.59,57.0,107.97,0.99,1.0,,,,,1,1,3,,,8414216.78
Chiroptera,Mormoopidae,Pteronotus,personatus,Pteronotus personatus,7.99,45.21,,0.98,,,,,,1,1,3,,,4866973.12
Chiroptera,Mormoopidae,Pteronotus,quadridens,Pteronotus quadridens,5.64,,156.43,1.21,1.0,,,2.14,,1,1,3,,,201573.11
Carnivora,Mustelidae,Pteronura,brasiliensis,Pteronura brasiliensis,26000.0,1137.99,70.0,2.12,,154.0,120.48,204.25,,1,2,3,85.85,,8075624.21
Chiroptera,Pteropodidae,Pteropus,admiralitatum,Pteropus admiralitatum,306.46,179.97,,1.0,,,,,,,1,,,,28281.49
Chiroptera,Pteropodidae,Pteropus,aldabrensis,Pteropus aldabrensis,310.29,,,,,,,,,,1,,,,123.35
Chiroptera,Pteropodidae,Pteropus,alecto,Pteropus alecto,610.13,254.6,,1.0,1.0,,89.17,,,1,1,1,,,1205090.31
Chiroptera,Pteropodidae,Pteropus,anetianus,Pteropus anetianus,397.22,,,0.98,,,,,,,1,,,,10979.84
Chiroptera,Pteropodidae,Pteropus,brunneus,Pteropus brunneus,200.0,117.64,,,,,,,,,1,,,,
Chiroptera,Pteropodidae,Pteropus,caniceps,Pteropus caniceps,525.12,216.67,,,,,,,,,1,,,,24432.1
Rodentia,Cricetidae,Peromyscus,maniculatus,Peromyscus maniculatus,19.98,95.75,26.68,4.76,2.6,,22.49,1.73,48.05,4,2,2,0.002028926,661.87,13001064.75
Rodentia,Cricetidae,Peromyscus,megalops,Peromyscus megalops,66.2,,,2.0,,,21.99,3.89,54.19,,,,,,43655.36
Rodentia,Cricetidae,Peromyscus,mekisturus,Peromyscus mekisturus,59.99,,,,,,,,,,,,,,7871.4
Rodentia,Cricetidae,Peromyscus,melanocarpus,Peromyscus melanocarpus,58.9,125.12,30.39,2.23,,,25.8,4.5,91.44,,,,,,8317.42
Rodentia,Cricetidae,Peromyscus,melanophrys,Peromyscus melanophrys,40.0,,24.7,2.91,,,26.0,,,,,,,,515026.28
Rodentia,Cricetidae,Peromyscus,melanotis,Peromyscus melanotis,39.59,,25.01,3.69,7.5,,,1.66,,,,,0.000513365,2045.14,495038.61
Rodentia,Cricetidae,Peromyscus,melanurus,Peromyscus melanurus,40.0,,,2.75,,,,,,,,,,,5191.19
Rodentia,Cricetidae,Peromyscus,merriami,Peromyscus merriami,40.0,,,3.4,,,,,,,,,,,198360.36
Rodentia,Cricetidae,Peromyscus,mexicanus,Peromyscus mexicanus,42.58,124.92,30.19,2.56,7.4,,31.22,4.34,53.04,2,1,1,,,424193.41
Rodentia,Cricetidae,Peromyscus,ochraventer,Peromyscus ochraventer,40.0,,,4.86,,,,,,,,,,,12708.86
Rodentia,Cricetidae,Peromyscus,pectoralis,Peromyscus pectoralis,38.99,,23.0,3.88,1.0,,,,,1,2,1,0.002436912,,835343.34
Rodentia,Cricetidae,Peromyscus,perfulvus,Peromyscus perfulvus,40.0,,43.24,2.79,,,24.85,2.73,,,2,,,840.23,66891.6
Rodentia,Cricetidae,Peromyscus,polionotus,Peromyscus polionotus,14.27,,23.8,3.59,2.0,,24.24,1.54,29.98,,,,0.003254633,889.0,377395.17
Rodentia,Cricetidae,Peromyscus,polius,Peromyscus polius,40.0,,,,,,,,,,,,,,34323.83
Rodentia,Cricetidae,Peromyscus,sejugis,Peromyscus sejugis,21.5,98.7,,,,,,,,,,,,,13.64
Rodentia,Cricetidae,Peromyscus,simulus,Peromyscus simulus,40.0,99.2,,,,,,,,,,,,,17160.55
Rodentia,Cricetidae,Peromyscus,spicilegus,Peromyscus spicilegus,35.99,102.69,,,,,,,,,,,,,126047.27
Rodentia,Cricetidae,Peromyscus,stirtoni,Peromyscus stirtoni,29.19,101.79,,2.38,,,,,,,,,,,26436.82
Rodentia,Cricetidae,Peromyscus,truei,Peromyscus truei,27.0,,32.37,3.49,3.0,,32.28,2.31,42.46,2,,2,0.009130385,1419.62,2131499.23
Rodentia,Cricetidae,Peromyscus,winkelmanni,Peromyscus winkelmanni,40.0,,,,,,,,,,,,,,2463.17
Rodentia,Cricetidae,Peromyscus,yucatanicus,Peromyscus yucatanicus,27.13,100.69,30.8,3.0,,,,2.5,49.35,,,,,,130695.7
Rodentia,Cricetidae,Peromyscus,zarhynchus,Peromyscus zarhynchus,40.0,140.0,,1.94,,,,,,,,,,,4752.79
Chiroptera,Emballonuridae,Peropteryx,kappleri,Peropteryx kappleri,9.85,,137.96,1.0,2.02,,79.82,1.09,,1,1,3,,,4378235.63
Chiroptera,Emballonuridae,Peropteryx,macrotis,Peropteryx macrotis,5.68,,129.27,0.99,,,,,,1,1,3,,,12187438.94
Chiroptera,Emballonuridae,Peropteryx,trinitatis,Peropteryx trinitatis,4.19,,,,,,,,,,,,,,37561.11
Peramelemorphia,Peramelidae,Peroryctes,broadbenti,Peroryctes broadbenti,4800.0,515.25,12.0,1.76,,,,,,3,1,2,,,28581.77
Peramelemorphia,Peramelidae,Peroryctes,raffrayana,Peroryctes raffrayana,905.63,346.48,,1.27,,39.6,,,,1,1,1,,,215767.6
Rodentia,Sciuridae,Petaurillus,kinlochii,Petaurillus kinlochii,30.93,88.35,,,,,,,,,,,,,8094.4
Rodentia,Sciuridae,Petaurista,alborufus,Petaurista alborufus,1501.95,410.0,,,,,,,,,,,,,1222600.38
Rodentia,Sciuridae,Petaurista,elegans,Petaurista elegans,1040.0,398.02,,1.0,,,,,,5,1,2,,,1683514.8
Rodentia,Sciuridae,Petaurista,magnificus,Petaurista magnificus,1475.49,,,0.97,,,,,,,,,,,49308.69
Rodentia,Sciuridae,Petaurista,petaurista,Petaurista petaurista,1533.84,411.99,45.0,1.0,,192.0,68.43,56.29,,5,1,2,,,3024585.74
Rodentia,Sciuridae,Petaurista,philippensis,Petaurista philippensis,1675.83,,,,,,,,,,,,,,3127906.69
Diprotodontia,Pseudocheiridae,Petauroides,volans,Petauroides volans,1257.17,,,1.0,1.0,180.0,228.41,0.27,733.29,2,1,1,0.01,69.0,733564.17
Diprotodontia,Petauridae,Petaurus,abidi,Petaurus abidi,278.0,255.89,,1.02,,,,,,5,1,2,,,114.2
Diprotodontia,Petauridae,Petaurus,australis,Petaurus australis,567.15,,,1.24,1.0,192.0,148.07,,822.0,3,1,2,0.36,14.0,346584.36
Diprotodontia,Petauridae,Petaurus,biacensis,Petaurus biacensis,90.98,145.52,,1.45,,,,,,5,1,2,,,2550.53
Diprotodontia,Petauridae,Petaurus,breviceps,Petaurus breviceps,120.76,156.51,16.68,1.82,1.3,168.0,118.65,0.18,320.03,5,1,2,0.01,432.14,2337517.22
Diprotodontia,Petauridae,Petaurus,gracilis,Petaurus gracilis,360.63,,,1.75,,,,,,4,1,2,,12.0,8721.42
Diprotodontia,Petauridae,Petaurus,norfolcensis,Petaurus norfolcensis,230.0,,,1.64,,144.0,120.48,,,3,1,2,0.02,122.0,624212.74
Rodentia,Sciuridae,Petinomys,fuscocapillus,Petinomys fuscocapillus,794.5,,,2.0,,,,,,,,,,,49209.63
Rodentia,Sciuridae,Petinomys,genibarbis,Petinomys genibarbis,108.81,177.99,,1.07,,,,,,4,,2,,,490763.81
Rodentia,Sciuridae,Petinomys,sagitta,Petinomys sagitta,49.99,,,,,,,,,,,,,,126776.2
Rodentia,Sciuridae,Petinomys,setosus,Petinomys setosus,43.85,118.64,,1.5,,,,,,4,,2,,,304861.34
Rodentia,Sciuridae,Petinomys,vordermanni,Petinomys vordermanni,36.87,166.99,,2.0,,,,,,4,,2,,,108682.35
Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,Petrodromus tetradactylus,201.0,192.11,,1.0,2.0,,,30.95,,6,2,2,0.00980236,186.01,3981194.83
Diprotodontia,Macropodidae,Petrogale,assimilis,Petrogale assimilis,4618.88,,30.99,1.0,,156.0,294.19,,595.25,,1,,0.09,76.64,209697.55
Diprotodontia,Macropodidae,Petrogale,brachyotis,Petrogale brachyotis,4012.01,,,1.0,,,,,,,1,,,,476435.12
Diprotodontia,Macropodidae,Petrogale,burbidgei,Petrogale burbidgei,1258.0,,,1.0,,,,,,,1,,,,30601.39
Diprotodontia,Macropodidae,Petrogale,concinna,Petrogale concinna,1398.2,,31.46,1.0,1.0,204.0,191.15,,498.88,,1,,,,166175.37
Diprotodontia,Macropodidae,Petrogale,godmani,Petrogale godmani,4750.0,,,,,,,,,,1,,,,53365.92
Diprotodontia,Macropodidae,Petrogale,inornata,Petrogale inornata,4555.52,,30.99,1.0,1.7,,286.18,,612.26,,1,,,,85550.06
Diprotodontia,Macropodidae,Petrogale,lateralis,Petrogale lateralis,4567.88,,,1.0,,144.0,,,,,1,,,275.0,299435.81
Diprotodontia,Macropodidae,Petrogale,penicillata,Petrogale penicillata,6931.6,,30.99,1.0,,172.8,290.0,,573.77,,1,,,300.0,171742.35
Diprotodontia,Macropodidae,Petrogale,persephone,Petrogale persephone,5585.63,1000.0,32.0,1.0,,,329.06,,774.4,1,1,1,,5.99,5496.97
Diprotodontia,Macropodidae,Petrogale,rothschildi,Petrogale rothschildi,4546.31,,,,,,,,,,1,,,,148697.32
Diprotodontia,Macropodidae,Petrogale,xanthopus,Petrogale xanthopus,8499.99,,33.16,1.02,,144.0,342.05,0.48,581.78,3,1,1,,15.0,173888.42
Rodentia,Petromuridae,Petromus,typicus,Petromus typicus,224.0,,,1.5,1.0,,,,,3,1,1,,,427688.37
Rodentia,Nesomyidae,Petromyscus,collinus,Petromyscus collinus,20.0,,,2.46,1.0,,31.5,2.1,,,,,,,573003.86
Rodentia,Nesomyidae,Petromyscus,monticularis,Petromyscus monticularis,20.72,,,,,,,,,,,,,,50605.31
Diprotodontia,Pseudocheiridae,Petropseudes,dahli,Petropseudes dahli,1877.03,,,1.0,,,,,,1,1,1,,18.0,319548.62
Artiodactyla,Suidae,Phacochoerus,aethiopicus,Phacochoerus aethiopicus,75607.52,,165.4,3.2,1.5,225.6,106.45,691.95,631.12,4,1,1,1.35,7.61,851932.22
Artiodactyla,Suidae,Phacochoerus,africanus,Phacochoerus africanus,82499.99,1355.54,172.49,,,180.0,,,,1,,1,1.55,,11093470.88
Rodentia,Cricetidae,Phaenomys,ferrugineus,Phaenomys ferrugineus,93.8,,,,,,,,,,1,,,,53.88
Diprotodontia,Phalangeridae,Phalanger,carmelitae,Phalanger carmelitae,1820.88,407.87,,1.01,,,,,,5,1,2,,,181857.62
Diprotodontia,Phalangeridae,Phalanger,gymnotis,Phalanger gymnotis,2597.89,453.72,12.99,1.01,,144.0,270.0,,,4,3,2,,,260036.85
Diprotodontia,Phalangeridae,Phalanger,intercastellanus,Phalanger intercastellanus,1747.5,384.35,,2.02,,,,,,4,1,1,,,84657.38
Diprotodontia,Phalangeridae,Phalanger,lullulae,Phalanger lullulae,1632.5,372.27,,1.75,,,,,,2,2,1,,,887.01
Diprotodontia,Phalangeridae,Phalanger,matanim,Phalanger matanim,1442.38,399.77,,1.02,,,,,,2,2,1,,,556.3
Diprotodontia,Phalangeridae,Phalanger,orientalis,Phalanger orientalis,2487.5,433.83,,1.71,,48.0,,,,2,2,1,,,260829.66
Diprotodontia,Phalangeridae,Phalanger,ornatus,Phalanger ornatus,1787.5,,,,,,,,,1,1,1,,,22430.66
Diprotodontia,Phalangeridae,Phalanger,rothschildi,Phalanger rothschildi,1365.0,,,,,,,,,1,1,1,,,2726.69
Diprotodontia,Phalangeridae,Phalanger,sericeus,Phalanger sericeus,2003.0,412.36,,1.02,,,,,,2,1,1,,,182383.64
Diprotodontia,Phalangeridae,Phalanger,vestitus,Phalanger vestitus,1850.0,424.9,,1.01,,,,,,3,1,1,,,81554.54
Primates,Cheirogaleidae,Phaner,furcifer,Phaner furcifer,409.87,261.24,174.46,1.01,,144.0,,,,3,1,2,0.02,500.24,6525.13
Dasyuromorphia,Dasyuridae,Phascogale,calura,Phascogale calura,43.03,108.0,29.49,7.5,1.0,36.0,89.99,,374.16,3,2,2,0.03,,74127.1
Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Phascogale tapoatafa,192.65,,28.15,6.79,1.0,60.0,149.57,,372.69,,1,,,111.0,1068122.23
Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Phascolarctos cinereus,6528.74,,34.29,1.01,1.0,240.0,347.53,0.36,834.72,2,1,1,0.01,163.01,1013715.85
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,Phascolosorex dorsalis,123.03,163.73,,3.39,,,,,,2,1,2,,,51363.46
Dasyuromorphia,Dasyuridae,Phascomurexia,naso,Phascomurexia naso,52.62,122.28,,3.68,1.5,,,,374.16,1,3,3,,150.0,142979.93
Rodentia,Cricetidae,Phenacomys,intermedius,Phenacomys intermedius,25.2,107.67,22.42,4.66,3.0,,30.93,2.19,40.02,4,,1,,549.17,524177.15
Rodentia,Cricetidae,Phenacomys,ungava,Phenacomys ungava,27.0,,22.29,4.8,,,17.86,2.39,31.74,,,,,,5061713.46
Didelphimorphia,Didelphidae,Philander,andersoni,Philander andersoni,324.99,,,,,,,,,,2,,,,
Didelphimorphia,Didelphidae,Philander,opossum,Philander opossum,425.81,265.6,,4.75,3.0,42.0,79.77,0.2,220.25,5,2,2,0.003071815,58.77,
Artiodactyla,Bovidae,Philantomba,maxwellii,Philantomba maxwellii,8557.69,845.23,205.0,1.0,,147.0,60.48,827.49,344.87,7,1,2,,5.97,1214155.52
Artiodactyla,Bovidae,Philantomba,monticola,Philantomba monticola,4896.05,692.3,205.0,0.98,,144.0,27.28,709.41,351.59,3,1,2,,35.98,6552145.69
Chiroptera,Vespertilionidae,Philetor,brachypterus,Philetor brachypterus,12.0,,,,,,,,,,1,,,,747045.55
Rodentia,Muridae,Phloeomys,cumingi,Phloeomys cumingi,1842.46,382.49,,1.0,,,,,,,1,,,,30046.13
Rodentia,Muridae,Phloeomys,pallidus,Phloeomys pallidus,1744.14,382.49,,,,,,,,,1,,,,70334.12
Carnivora,Phocidae,Phoca,largha,Phoca largha,98879.18,1634.87,287.4,1.0,,426.13,27.84,7100.0,1497.64,6,2,2,,,
Carnivora,Phocidae,Phoca,vitulina,Phoca vitulina,87316.66,1611.75,288.95,1.0,,480.0,30.74,10213.75,1526.85,1,2,3,,5.68,
Carnivora,Otariidae,Phocarctos,hookeri,Phocarctos hookeri,273499.99,2018.97,365.0,1.0,,,252.01,,2030.0,7,2,2,,,
Rodentia,Echimyidae,Phyllomys,lamarum,Phyllomys lamarum,215.19,,,,,,,,,,1,,,,92612.71
Rodentia,Echimyidae,Phyllomys,nigrispinus,Phyllomys nigrispinus,224.3,213.5,,,,,,,,,1,,,,
Rodentia,Echimyidae,Phyllomys,thomasi,Phyllomys thomasi,502.14,281.29,,,,,,,,,2,,,,343.03
Rodentia,Echimyidae,Phyllomys,unicolor,Phyllomys unicolor,439.0,,,,,,,,,,,,,,
Chiroptera,Phyllostomidae,Phyllonycteris,aphylla,Phyllonycteris aphylla,14.15,70.0,,0.99,,,,,,3,1,2,,,11081.39
Chiroptera,Phyllostomidae,Phyllostomus,discolor,Phyllostomus discolor,36.7,,107.97,0.99,,,,7.29,,3,1,2,,,12188897.67
Chiroptera,Phyllostomidae,Phyllostomus,elongatus,Phyllostomus elongatus,41.75,,,0.99,,,,,,2,1,1,,,10958600.41
Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,91.44,107.0,123.39,0.99,1.0,120.0,72.82,15.94,,3,1,2,,,12690238.32
Carnivora,Procyonidae,Procyon,pygmaeus,Procyon pygmaeus,2958.03,427.1,,,,,,,,3,1,2,,,490.76
Rodentia,Echimyidae,Proechimys,brevicauda,Proechimys brevicauda,284.99,,,,,,,,,4,1,2,0.004969113,,1197226.52
Rodentia,Echimyidae,Proechimys,canicollis,Proechimys canicollis,312.57,,,,,,,,,,,,,,51317.01
Rodentia,Echimyidae,Proechimys,chrysaeolus,Proechimys chrysaeolus,284.99,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys,cuvieri,Proechimys cuvieri,339.85,,,,,,,,,4,1,2,0.004517324,,2411712.57
Rodentia,Echimyidae,Proechimys,decumanus,Proechimys decumanus,284.99,,,,,,,,,,,,,,74964.95
Rodentia,Echimyidae,Proechimys,goeldii,Proechimys goeldii,284.99,,,,,,,,,,,,,,591332.73
Rodentia,Echimyidae,Proechimys,guairae,Proechimys guairae,349.28,,62.99,2.79,4.4,,10.21,25.45,73.21,2,1,1,0.006001134,389.74,201471.68
Rodentia,Echimyidae,Proechimys,guyannensis,Proechimys guyannensis,314.03,220.16,63.41,2.16,,57.6,28.0,24.7,,3,,1,0.001047581,938.91,3070982.77
Rodentia,Echimyidae,Proechimys,hoplomyoides,Proechimys hoplomyoides,284.99,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys,longicaudatus,Proechimys longicaudatus,205.0,,,,,,,,,3,,2,0.002439947,261.53,1870505.85
Rodentia,Echimyidae,Proechimys,magdalenae,Proechimys magdalenae,284.99,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys,mincae,Proechimys mincae,284.99,,,,,,,,,,,,,,383.45
Rodentia,Echimyidae,Proechimys,oconnelli,Proechimys oconnelli,284.99,,,,,,,,,,,,,,22909.05
Rodentia,Echimyidae,Proechimys,poliopus,Proechimys poliopus,284.99,,,,,,,,,,,,,,55323.21
Rodentia,Echimyidae,Proechimys,quadruplicatus,Proechimys quadruplicatus,284.99,,,,,,,,,,,,,,242986.11
Rodentia,Echimyidae,Proechimys,roberti,Proechimys roberti,284.99,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys,semispinosus,Proechimys semispinosus,353.32,229.31,65.65,2.84,4.68,31.0,41.2,26.22,113.38,4,1,2,0.001730355,754.53,211449.22
Rodentia,Echimyidae,Proechimys,simonsi,Proechimys simonsi,284.99,,,,,,,,,4,1,2,0.00365992,305.11,1159850.76
Rodentia,Echimyidae,Proechimys,steerei,Proechimys steerei,284.99,,,,,,,,,4,1,2,,,1303980.52
Rodentia,Echimyidae,Proechimys,urichi,Proechimys urichi,284.99,,,,,,,,,,,,,,
Carnivora,Felidae,Profelis,aurata,Profelis aurata,11277.17,797.61,81.34,2.25,,,119.32,211.24,650.61,1,1,3,,,4948244.43
Primates,Lemuridae,Prolemur,simus,Prolemur simus,2030.41,370.0,140.0,1.0,1.0,144.0,,,,4,2,2,0.62,,4564.82
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,Prometheomys schaposchnikowi,75.0,,,3.4,2.0,,21.0,,,,,,,,74444.0
Chiroptera,Molossidae,Promops,centralis,Promops centralis,29.8,,,0.99,1.0,,41.99,2.44,,,1,,,,4740669.41
Chiroptera,Molossidae,Promops,nasutus,Promops nasutus,15.5,,,,,,,3.57,,1,1,3,,,8264473.62
Lagomorpha,Leporidae,Pronolagus,crassicaudatus,Pronolagus crassicaudatus,2415.27,510.0,,1.5,,,,,,2,1,1,,,172093.94
Lagomorpha,Leporidae,Pronolagus,randensis,Pronolagus randensis,2376.47,459.99,,1.05,,,,,,2,,1,,,680369.23
Lagomorpha,Leporidae,Pronolagus,rupestris,Pronolagus rupestris,2249.99,438.44,,2.0,,,,,,2,,1,,,1388367.94
Primates,Indriidae,Propithecus,coquereli,Propithecus coquereli,4189.27,,140.99,1.0,,,180.96,102.45,,,,,,,7668.04
Primates,Indriidae,Propithecus,diadema,Propithecus diadema,6568.99,501.74,152.08,1.01,,,256.27,134.99,1683.65,3,2,1,0.21,5.65,39817.06
Primates,Indriidae,Propithecus,edwardsi,Propithecus edwardsi,6573.27,,,,,,,,,,,,,,12906.49
Primates,Indriidae,Propithecus,tattersalli,Propithecus tattersalli,3531.39,475.0,,,,,152.13,97.47,,4,2,1,0.06,65.0,563.17
Primates,Indriidae,Propithecus,verreauxi,Propithecus verreauxi,3588.26,472.49,149.77,1.02,1.0,247.2,177.83,102.65,943.94,3,1,1,0.03,150.0,65373.06
Chiroptera,Phyllostomidae,Phyllostomus,latifolius,Phyllostomus latifolius,134.0,,,,,,,,,,1,,,,1693847.51
Rodentia,Cricetidae,Phyllotis,amicus,Phyllotis amicus,20.19,,,,,,,,,,,,,,93686.6
Rodentia,Cricetidae,Phyllotis,andium,Phyllotis andium,53.0,,,,,,,,,,,,,,112900.23
Rodentia,Cricetidae,Phyllotis,bonariensis,Phyllotis bonariensis,42.5,,,,,,,,,,,,,,3123.42
Rodentia,Cricetidae,Phyllotis,caprinus,Phyllotis caprinus,50.8,,,,,,,,,,,,,,77627.4
Chiroptera,Pteropodidae,Ptenochirus,jagori,Ptenochirus jagori,79.18,,125.14,1.0,2.0,96.0,89.99,17.4,251.71,1,1,1,,,248720.14
Chiroptera,Pteropodidae,Ptenochirus,minor,Ptenochirus minor,47.02,,,,,,,,,,1,,,,103200.29
Chiroptera,Pteropodidae,Pteralopex,acrodonta,Pteralopex acrodonta,257.53,186.79,,,,,,,,,1,,,,440.14
Chiroptera,Pteropodidae,Pteralopex,anceps,Pteralopex anceps,574.75,262.31,,1.0,,,,,,,1,,,,7318.84
Chiroptera,Pteropodidae,Pteralopex,atrata,Pteralopex atrata,490.8,207.44,,,,,,,,,1,,,,9345.46
Chiroptera,Pteropodidae,Pteralopex,pulchra,Pteralopex pulchra,291.15,,,,,,,,,,1,,,,728.08
Rodentia,Sciuridae,Pteromys,volans,Pteromys volans,143.09,160.02,28.18,2.5,1.5,45.6,,,,3,1,2,0.05,,13883153.56
Rodentia,Sciuridae,Pteromyscus,pulverulentus,Pteromyscus pulverulentus,251.3,229.0,,1.28,,,,,,,1,,,,238644.25
Chiroptera,Mormoopidae,Pteronotus,davyi,Pteronotus davyi,9.52,,,0.99,1.0,,,1.15,,1,1,3,,,2748221.32
Chiroptera,Mormoopidae,Pteronotus,gymnonotus,Pteronotus gymnonotus,13.6,,,0.98,,,,,,1,1,3,,,3390492.62
Chiroptera,Pteropodidae,Pteropus,chrysoproctus,Pteropus chrysoproctus,730.19,253.59,,,,,,,,,1,,,,29871.72
Chiroptera,Pteropodidae,Pteropus,conspicillatus,Pteropus conspicillatus,760.71,,,1.0,,,139.51,,755.15,3,1,1,,,384685.67
Chiroptera,Pteropodidae,Pteropus,dasymallus,Pteropus dasymallus,491.86,,,1.0,,372.0,,,,3,1,2,,,3178.37
Chiroptera,Pteropodidae,Pteropus,fundatus,Pteropus fundatus,210.67,147.36,,,,,,,,,1,,,,325.78
Chiroptera,Pteropodidae,Pteropus,giganteus,Pteropus giganteus,824.85,,166.59,0.99,1.0,376.8,152.08,90.32,395.29,1,1,1,,,3550847.86
Chiroptera,Pteropodidae,Pteropus,gilliardorum,Pteropus gilliardorum,406.94,159.02,,,,,,,,,1,,,,749.41
Chiroptera,Vespertilionidae,Rhogeessa,minutilla,Rhogeessa minutilla,3.75,,,,,,,,,,1,,,,943337.3
Chiroptera,Vespertilionidae,Rhogeessa,parvula,Rhogeessa parvula,4.37,,,1.98,,,,,,1,1,3,,,449611.68
Chiroptera,Vespertilionidae,Rhogeessa,tumida,Rhogeessa tumida,4.58,,,1.4,,,,,,1,1,3,,,781796.28
Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Rhynchocyon chrysopygus,535.2,273.44,42.27,1.22,,48.0,14.0,80.0,,1,1,3,0.02,120.9,6122.78
Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Rhynchocyon cirnei,424.92,,,1.93,4.5,,,,,1,,3,,,1862288.18
Macroscelidea,Macroscelididae,Rhynchocyon,petersi,Rhynchocyon petersi,423.99,,,1.93,,,,,,,,,,,72695.75
Carnivora,Herpestidae,Rhynchogale,melleri,Rhynchogale melleri,2240.33,459.59,,2.0,,,,,,6,1,2,,,2352914.33
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Rhyncholestes raphanurus,21.94,113.27,,,,,,,,6,2,2,,,14638.53
Rodentia,Muridae,Rhynchomys,isarogensis,Rhynchomys isarogensis,122.29,187.0,,,,,,,,1,,3,,332.33,5.28
Chiroptera,Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,4.14,42.94,,0.99,2.0,,70.86,0.98,,1,1,3,,,11358190.42
Lagomorpha,Leporidae,Romerolagus,diazi,Romerolagus diazi,465.58,297.48,39.26,2.1,,,28.71,25.86,180.18,2,2,1,,30.67,820.7
