species,family,order,mass_g,wing_length_mm,beak_length_culmen_mm,beak_length_nares_mm,beak_width_mm,beak_depth_mm,tarsus_length_mm,tail_length_mm,kipps_distance_mm,hand_wing_index,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size_km2,centroid_latitude,centroid_longitude
Myadestes ralloides,Turdidae,Passeriformes,29.1,84.1,14.8,6.8,4.6,3.7,20.5,78.2,19.6,23.3,Forest,1,2,Omnivore,Invertivore,Insessorial,457703.18,-3.19,-73.48
Myadestes townsendi,Turdidae,Passeriformes,33.2,113.3,15.7,8.2,4.4,4.6,20.9,103.0,34.3,29.9,Forest,2,2,Omnivore,Omnivore,Insessorial,3710015.72,49.88,-122.09
Myadestes unicolor,Turdidae,Passeriformes,37.9,93.3,14.8,7.6,4.9,4.5,20.0,89.2,22.0,23.5,Forest,1,2,Herbivore,Frugivore,Insessorial,184166.54,15.94,-90.38
Neocossyphus poensis,Turdidae,Passeriformes,51.8,101.6,18.2,11.1,5.8,4.9,28.4,84.8,19.7,18.5,Forest,1,1,Carnivore,Invertivore,Terrestrial,2510054.88,0.89,15.37
Neocossyphus rufus,Turdidae,Passeriformes,65.9,106.0,18.4,10.5,5.1,5.0,28.4,91.7,26.9,23.1,Forest,1,2,Carnivore,Invertivore,Generalist,1123680.47,-0.03,20.78
Otocichla mupinensis,Turdidae,Passeriformes,62.5,119.5,23.3,11.8,4.9,5.8,34.6,95.5,31.9,26.7,Forest,1,1,Omnivore,Omnivore,Generalist,1082838.83,31.34,106.08
Psophocichla litsitsirupa,Turdidae,Passeriformes,74.0,128.6,28.0,17.6,6.2,6.6,34.4,70.3,41.4,32.2,Grassland,3,1,Carnivore,Invertivore,Terrestrial,3146030.54,-16.88,23.83
Psophocichla simensis,Turdidae,Passeriformes,74.0,136.5,28.9,17.6,6.2,6.6,36.4,75.6,42.5,31.1,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,288991.27,9.2,38.43
Ridgwayia pinicola,Turdidae,Passeriformes,88.0,130.2,24.3,13.8,5.0,6.1,26.3,90.0,47.6,36.7,Forest,1,1,Omnivore,Invertivore,Insessorial,335794.57,22.24,-103.47
Sialia currucoides,Turdidae,Passeriformes,29.6,114.0,16.4,9.6,3.9,3.9,21.9,70.0,41.0,36.6,Grassland,3,3,Omnivore,Invertivore,Insessorial,4376669.8,49.97,-118.28
Sialia mexicana,Turdidae,Passeriformes,26.4,104.4,15.1,8.6,3.4,3.9,19.8,64.2,39.2,37.2,Woodland,3,2,Omnivore,Omnivore,Insessorial,1779665.7,36.28,-112.01
Sialia sialis,Turdidae,Passeriformes,27.5,95.8,15.4,9.1,4.2,4.5,19.7,62.5,31.4,32.8,Woodland,2,2,Carnivore,Invertivore,Insessorial,5460000.0,38.51,-89.69
Stizorhina finschi,Turdidae,Passeriformes,37.0,97.8,15.3,9.6,5.2,4.5,21.2,83.7,21.8,22.5,Forest,1,1,Carnivore,Invertivore,Insessorial,397355.96,6.43,-4.55
Stizorhina fraseri,Turdidae,Passeriformes,35.7,94.1,15.8,9.8,6.1,4.6,20.6,77.9,21.3,22.6,Forest,1,1,Carnivore,Invertivore,Insessorial,3553586.08,-1.61,19.5
Turdus abyssinicus,Turdidae,Passeriformes,67.3,106.8,23.9,13.9,5.1,6.1,31.9,82.8,20.2,18.9,Forest,1,1,Omnivore,Omnivore,Generalist,985397.28,3.63,36.36
Turdus albicollis,Turdidae,Passeriformes,54.0,110.3,22.7,11.0,4.8,6.0,29.6,88.7,23.7,21.3,Forest,1,1,Omnivore,Invertivore,Generalist,8533196.81,-7.67,-60.51
Turdus albocinctus,Turdidae,Passeriformes,99.4,136.2,27.6,15.8,5.3,6.7,33.0,106.6,34.3,25.1,Forest,1,2,Omnivore,Invertivore,Insessorial,375417.67,28.91,86.49
Turdus amaurochalinus,Turdidae,Passeriformes,57.9,116.1,24.2,13.0,5.0,6.2,32.1,95.7,27.3,23.4,Forest,2,3,Omnivore,Invertivore,Insessorial,3768538.37,-25.16,-56.93
Turdus anthracinus,Turdidae,Passeriformes,93.3,137.1,34.0,17.0,5.8,7.3,39.0,122.6,30.6,22.4,Shrubland,2,1,Omnivore,Invertivore,Generalist,968776.32,-29.8,-66.57
Turdus ardosiaceus,Turdidae,Passeriformes,75.3,121.4,30.4,16.8,5.5,6.1,36.5,109.2,27.0,22.3,Woodland,2,1,Carnivore,Omnivore,Terrestrial,84628.81,18.81,-70.69
Turdus arthuri,Turdidae,Passeriformes,63.8,110.4,21.2,12.5,6.1,6.6,34.6,88.2,22.0,19.4,Forest,2,1,Omnivore,Omnivore,Insessorial,653696.29,2.14,-61.02
Turdus assimilis,Turdidae,Passeriformes,70.2,120.5,24.7,13.4,4.9,6.3,30.1,96.8,28.6,23.6,Forest,1,1,Omnivore,Invertivore,Generalist,548279.87,17.54,-94.74
Turdus atrogularis,Turdidae,Passeriformes,106.0,133.2,24.2,12.7,5.1,6.1,32.4,97.8,40.7,30.6,Forest,1,3,Omnivore,Invertivore,Insessorial,4253588.68,58.58,84.94
Turdus aurantius,Turdidae,Passeriformes,81.9,117.1,26.5,15.7,5.6,7.2,37.4,92.7,23.1,19.7,Forest,2,2,Carnivore,Invertivore,Terrestrial,11021.79,18.16,-77.31
Turdus bewsheri,Turdidae,Passeriformes,63.3,105.5,23.6,14.1,5.3,6.5,36.9,77.1,18.7,17.7,Forest,2,1,Omnivore,Omnivore,Insessorial,1671.23,-11.89,43.67
Turdus boulboul,Turdidae,Passeriformes,97.1,144.3,26.3,15.1,5.3,6.5,32.9,111.4,39.1,27.1,Forest,1,2,Omnivore,Invertivore,Insessorial,895101.39,24.7,97.64
Turdus cardis,Turdidae,Passeriformes,58.9,115.0,23.5,12.5,4.7,6.0,29.4,76.9,33.6,29.2,Forest,1,3,Omnivore,Invertivore,Terrestrial,700863.37,34.4,125.98
Turdus celaenops,Turdidae,Passeriformes,84.5,117.5,25.9,14.1,5.2,6.6,32.5,87.7,28.0,23.9,Forest,2,1,Omnivore,Omnivore,Insessorial,785.32,31.23,132.94
Turdus chiguanco,Turdidae,Passeriformes,93.3,136.2,28.9,17.0,5.8,7.4,38.8,120.1,31.4,23.1,Shrubland,2,1,Omnivore,Invertivore,Generalist,478403.61,-13.56,-73.45
Turdus chrysolaus,Turdidae,Passeriformes,65.4,119.4,24.3,14.2,5.0,6.2,30.9,86.9,37.4,31.3,Forest,1,3,Omnivore,Invertivore,Insessorial,317940.09,42.71,141.52
Turdus confinis,Turdidae,Passeriformes,78.5,127.0,23.4,12.5,5.6,6.8,32.7,95.7,36.9,29.0,Forest,3,3,Omnivore,Invertivore,Generalist,2021.91,23.45,-109.9
Turdus debilis,Turdidae,Passeriformes,63.8,110.6,25.2,13.2,5.3,5.9,29.0,84.5,24.1,21.8,Forest,2,1,Omnivore,Omnivore,Insessorial,1768547.56,-6.65,-69.43
Turdus dissimilis,Turdidae,Passeriformes,75.0,118.1,23.0,14.0,5.5,6.4,28.2,75.0,30.8,26.1,Forest,1,1,Omnivore,Invertivore,Generalist,752193.68,23.83,100.95
Turdus eremita,Turdidae,Passeriformes,91.0,101.5,24.7,15.8,6.0,6.9,36.9,80.5,21.9,21.5,Shrubland,3,1,Carnivore,Omnivore,Terrestrial,123.54,-37.14,-12.34
Turdus eunomus,Turdidae,Passeriformes,73.2,127.1,23.7,12.7,4.5,5.8,30.7,87.3,42.1,33.1,Forest,2,3,Omnivore,Invertivore,Generalist,4386800.98,65.31,128.61
Turdus falcklandii,Turdidae,Passeriformes,93.9,134.9,27.1,16.7,6.4,7.6,38.9,102.9,37.4,27.7,Forest,2,2,Omnivore,Invertivore,Generalist,987518.62,-43.48,-70.2
Turdus feae,Turdidae,Passeriformes,71.0,124.7,22.7,12.2,4.4,5.7,29.9,92.5,39.7,31.9,Forest,1,3,Omnivore,Omnivore,Generalist,188621.54,38.78,113.66
Turdus flavipes,Turdidae,Passeriformes,65.1,110.6,21.7,11.0,5.0,5.7,25.7,84.1,28.6,25.9,Forest,2,1,Omnivore,Frugivore,Insessorial,940921.44,-13.08,-53.29
Turdus fulviventris,Turdidae,Passeriformes,70.0,124.3,26.2,15.1,5.3,7.0,33.8,97.1,24.4,19.7,Forest,1,1,Omnivore,Frugivore,Generalist,71579.24,2.85,-75.35
Turdus fumigatus,Turdidae,Passeriformes,75.7,113.5,24.2,13.8,5.0,6.7,31.0,90.8,23.9,21.1,Forest,1,1,Omnivore,Invertivore,Insessorial,4070825.39,-3.14,-56.06
Turdus fuscater,Turdidae,Passeriformes,143.0,151.3,30.3,17.0,6.9,8.2,43.6,143.0,28.8,19.0,Forest,2,1,Omnivore,Invertivore,Generalist,411278.64,-3.16,-74.8
Turdus grayi,Turdidae,Passeriformes,79.5,118.1,21.4,13.6,5.7,6.5,33.6,101.9,26.1,21.4,Forest,2,1,Omnivore,Omnivore,Generalist,1125160.83,15.7,-87.95
Turdus haplochrous,Turdidae,Passeriformes,84.0,111.2,24.0,13.3,5.3,6.7,32.1,94.2,20.8,18.7,Forest,1,,Omnivore,Omnivore,Generalist,191947.3,-15.23,-63.56
Turdus hauxwelli,Turdidae,Passeriformes,69.0,114.9,26.4,13.2,5.3,6.1,30.2,86.8,28.1,24.4,Forest,1,1,Omnivore,Invertivore,Insessorial,3257190.89,-7.74,-66.82
Turdus helleri,Turdidae,Passeriformes,68.7,116.0,24.3,14.0,5.1,6.9,30.0,89.8,19.6,16.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,154.35,-3.37,38.33
Turdus hortulorum,Turdidae,Passeriformes,66.7,115.8,23.3,12.6,4.9,6.0,31.3,83.0,32.9,28.4,Forest,1,3,Carnivore,Invertivore,Terrestrial,1755458.64,50.79,131.93
Turdus ignobilis,Turdidae,Passeriformes,63.8,110.4,21.2,12.5,6.1,6.6,34.6,88.2,22.0,19.4,Forest,2,1,Omnivore,Omnivore,Insessorial,272969.91,5.77,-73.13
Turdus iliacus,Turdidae,Passeriformes,61.2,116.3,22.7,12.2,4.4,5.5,28.0,78.3,37.7,32.3,Forest,1,3,Omnivore,Invertivore,Insessorial,11966382.53,61.67,73.85
Turdus infuscatus,Turdidae,Passeriformes,72.4,122.5,22.0,12.1,5.2,6.1,29.7,104.2,33.3,26.6,Forest,1,1,Omnivore,Invertivore,Insessorial,198275.61,16.41,-92.61
Turdus jamaicensis,Turdidae,Passeriformes,59.1,115.1,20.3,12.3,5.0,5.8,34.4,90.5,24.0,20.9,Forest,2,1,Omnivore,Invertivore,Insessorial,11021.79,18.16,-77.31
Turdus kessleri,Turdidae,Passeriformes,76.3,149.7,25.1,13.9,5.5,6.5,35.7,124.2,43.1,28.9,Forest,2,3,Omnivore,Invertivore,Generalist,1057615.83,33.75,99.56
Turdus lawrencii,Turdidae,Passeriformes,72.6,114.2,21.2,12.8,5.4,6.2,26.6,76.5,32.7,28.6,Forest,1,1,Omnivore,Omnivore,Insessorial,3085560.28,-5.36,-66.74
Turdus leucomelas,Turdidae,Passeriformes,69.1,111.6,22.2,13.4,5.1,6.0,32.4,92.1,24.8,22.4,Forest,1,1,Herbivore,Frugivore,Insessorial,7690463.38,-9.57,-53.26
Turdus leucops,Turdidae,Passeriformes,62.4,117.1,23.7,12.6,5.3,6.2,27.1,87.2,29.9,25.6,Forest,1,1,Herbivore,Frugivore,Insessorial,490113.81,-1.3,-70.79
Turdus lherminieri,Turdidae,Passeriformes,105.0,126.0,26.9,17.3,6.8,8.0,41.9,82.5,29.1,23.1,Forest,1,1,Omnivore,Invertivore,Insessorial,1326.01,15.48,-61.43
Turdus libonyana,Turdidae,Passeriformes,60.6,114.0,24.7,13.5,5.0,6.2,30.0,91.8,25.9,22.7,Woodland,2,1,Carnivore,Invertivore,Terrestrial,4390032.16,-15.11,28.43
Turdus ludoviciae,Turdidae,Passeriformes,62.0,115.0,22.7,12.9,4.5,6.1,28.9,99.5,22.3,19.6,Shrubland,3,1,Omnivore,Invertivore,Generalist,12100.21,10.29,46.04
Turdus maculirostris,Turdidae,Passeriformes,69.6,112.6,22.5,13.3,4.9,6.1,30.3,97.7,20.6,18.0,Forest,2,1,Omnivore,Omnivore,Insessorial,88017.54,-1.23,-79.71
Turdus mandarinus,Turdidae,Passeriformes,102.7,146.6,30.9,15.5,5.3,7.5,35.7,105.0,37.0,25.2,Forest,2,1,Omnivore,Omnivore,Generalist,2503000.65,28.89,110.24
Turdus maranonicus,Turdidae,Passeriformes,70.0,116.0,24.9,14.9,5.9,6.1,31.8,88.5,23.2,20.0,Woodland,2,1,Omnivore,Omnivore,Generalist,39621.9,-6.55,-78.29
Turdus maximus,Turdidae,Passeriformes,89.5,151.7,25.3,14.3,5.4,6.7,36.0,126.5,39.6,26.0,Forest,2,1,Omnivore,Omnivore,Generalist,458460.14,30.58,87.12
Turdus menachensis,Turdidae,Passeriformes,75.4,119.3,26.0,15.6,5.2,7.6,30.7,111.7,22.8,19.0,Woodland,2,1,Omnivore,Invertivore,Generalist,66735.6,17.48,42.93
Turdus merula,Turdidae,Passeriformes,102.7,128.4,28.5,15.5,5.3,7.5,33.6,106.3,29.8,23.1,Forest,2,1,Omnivore,Omnivore,Generalist,10572243.36,49.18,28.15
Turdus migratorius,Turdidae,Passeriformes,78.5,127.0,23.4,12.5,5.6,6.8,32.7,95.7,36.9,29.0,Forest,3,3,Omnivore,Invertivore,Generalist,16455945.96,50.87,-106.8
Turdus naumanni,Turdidae,Passeriformes,73.2,128.7,22.9,12.1,4.6,5.4,31.6,90.4,42.0,32.8,Forest,2,3,Omnivore,Invertivore,Generalist,2025726.75,58.7,118.29
Turdus nigrescens,Turdidae,Passeriformes,96.0,139.9,23.8,14.6,6.3,7.0,36.1,123.6,34.3,25.0,Forest,3,1,Omnivore,Omnivore,Generalist,2072.87,9.46,-83.39
Turdus nigriceps,Turdidae,Passeriformes,52.7,106.9,23.1,12.9,4.9,5.5,30.1,80.2,24.1,22.6,Forest,1,2,Omnivore,Invertivore,Insessorial,329668.24,-21.09,-66.05
Turdus niveiceps,Turdidae,Passeriformes,61.6,111.9,24.9,13.5,4.6,5.9,30.7,85.6,26.1,23.3,Forest,2,1,Omnivore,Omnivore,Insessorial,13332.68,23.75,121.12
Turdus nudigenis,Turdidae,Passeriformes,63.9,113.4,23.1,13.2,5.0,6.2,30.9,91.2,22.3,19.7,Woodland,2,1,Omnivore,Invertivore,Insessorial,1554169.64,4.79,-61.2
Turdus obscurus,Turdidae,Passeriformes,62.6,119.8,22.0,11.8,4.4,5.6,29.6,81.5,41.7,34.8,Forest,1,3,Omnivore,Invertivore,Insessorial,4589668.1,58.62,115.87
Turdus obsoletus,Turdidae,Passeriformes,74.8,116.0,22.2,13.0,5.0,6.5,28.4,86.1,27.6,23.8,Forest,1,1,Omnivore,Omnivore,Insessorial,166820.11,5.29,-77.45
Turdus olivaceofuscus,Turdidae,Passeriformes,87.0,125.8,30.1,15.9,6.0,7.3,38.8,89.8,26.4,21.0,Forest,1,1,Omnivore,Invertivore,Insessorial,856.75,0.24,6.61
Turdus olivaceus,Turdidae,Passeriformes,67.3,120.2,26.9,15.1,5.1,7.0,32.7,93.8,26.1,21.7,Forest,1,1,Omnivore,Omnivore,Generalist,399268.73,-29.39,27.54
Turdus olivater,Turdidae,Passeriformes,86.6,114.6,25.9,14.5,5.5,6.9,31.2,94.8,23.7,20.7,Forest,1,1,Omnivore,Omnivore,Generalist,227974.73,6.26,-66.71
Turdus pallidus,Turdidae,Passeriformes,72.1,125.6,24.5,14.1,4.8,6.2,31.0,89.2,41.4,33.0,Forest,1,3,Omnivore,Invertivore,Generalist,1057257.09,44.96,131.58
Turdus pelios,Turdidae,Passeriformes,65.4,110.6,23.8,13.1,5.1,6.3,31.4,87.7,24.4,21.8,Woodland,2,1,Omnivore,Omnivore,Generalist,8376209.44,4.1,17.42
Turdus philomelos,Turdidae,Passeriformes,67.7,116.0,23.1,11.9,5.0,5.7,31.8,81.7,35.7,30.7,Forest,1,3,Omnivore,Invertivore,Generalist,13727296.63,55.86,48.89
Turdus pilaris,Turdidae,Passeriformes,106.0,144.4,25.4,12.8,5.8,6.5,33.4,105.9,48.0,33.3,Forest,1,3,Carnivore,Invertivore,Generalist,15234795.02,58.85,70.26
Turdus plebejus,Turdidae,Passeriformes,86.3,135.3,28.4,13.9,4.9,6.6,32.5,97.0,35.8,26.4,Forest,2,1,Omnivore,Omnivore,Insessorial,160186.83,14.18,-88.09
Turdus plumbeus,Turdidae,Passeriformes,75.3,121.4,30.4,16.8,5.5,6.1,36.5,109.2,27.0,22.3,Woodland,2,1,Carnivore,Omnivore,Terrestrial,7073.93,25.32,-77.7
Turdus poliocephalus,Turdidae,Passeriformes,61.6,111.9,24.9,13.5,4.6,5.9,30.7,85.6,26.1,23.3,Forest,2,1,Omnivore,Omnivore,Insessorial,246956.25,-2.99,129.67
Turdus reevei,Turdidae,Passeriformes,61.0,116.1,22.5,12.4,5.0,5.6,31.3,91.8,23.3,20.0,Woodland,2,1,Omnivore,Omnivore,Insessorial,77222.87,-2.94,-80.01
Turdus roehli,Turdidae,Passeriformes,67.3,109.4,27.5,15.1,5.1,7.0,31.1,81.8,19.7,18.0,Forest,1,1,Omnivore,Omnivore,Generalist,1676.74,-4.6,38.24
Turdus rubripes,Turdidae,Passeriformes,75.3,121.4,30.4,16.8,5.5,6.1,36.5,109.2,27.0,22.3,Woodland,2,1,Carnivore,Omnivore,Terrestrial,109734.68,21.62,-79.0
Turdus rubrocanus,Turdidae,Passeriformes,92.2,138.7,27.7,15.9,4.8,6.3,32.3,108.0,39.0,28.0,Forest,1,1,Omnivore,Invertivore,Generalist,1300643.93,31.88,100.16
Turdus ruficollis,Turdidae,Passeriformes,80.6,134.2,24.4,12.4,4.7,6.2,31.7,97.1,43.1,32.1,Forest,1,3,Omnivore,Invertivore,Insessorial,1734602.08,51.16,100.43
Turdus rufitorques,Turdidae,Passeriformes,72.0,134.9,28.6,13.3,4.9,5.9,31.0,97.4,37.0,27.6,Forest,2,1,Omnivore,Omnivore,Generalist,76537.37,15.3,-90.77
Turdus rufiventris,Turdidae,Passeriformes,69.4,115.5,25.2,14.6,5.3,6.7,33.4,101.5,20.1,17.4,Forest,1,2,Omnivore,Invertivore,Generalist,5028683.78,-19.83,-50.7
Turdus rufopalliatus,Turdidae,Passeriformes,75.0,124.6,23.5,13.3,4.9,6.6,31.6,103.7,29.4,23.6,Shrubland,2,1,Omnivore,Invertivore,Generalist,478243.9,20.23,-101.8
Turdus sanchezorum,Turdidae,Passeriformes,68.0,111.2,22.4,13.0,5.1,5.9,30.4,94.2,21.8,19.5,Forest,1,1,Omnivore,Invertivore,Insessorial,334383.35,-5.27,-67.15
Turdus serranus,Turdidae,Passeriformes,84.9,124.7,26.9,14.6,6.0,6.7,34.4,112.3,23.1,18.4,Forest,1,1,Omnivore,Invertivore,Generalist,408915.41,-4.64,-73.24
Turdus simillimus,Turdidae,Passeriformes,102.7,126.4,25.6,15.3,5.3,7.2,31.0,102.2,26.3,20.8,Forest,2,1,Omnivore,Omnivore,Generalist,454150.62,17.99,78.57
Turdus smithi,Turdidae,Passeriformes,77.8,122.1,28.5,16.1,5.3,7.0,31.1,96.9,27.6,22.6,Forest,1,1,Omnivore,Omnivore,Generalist,745397.37,-29.1,23.38
Turdus subalaris,Turdidae,Passeriformes,49.5,107.0,19.7,10.9,4.9,5.2,27.7,83.4,29.9,28.5,Forest,1,2,Omnivore,Invertivore,Insessorial,535375.56,-27.03,-52.39
Turdus swalesi,Turdidae,Passeriformes,75.0,129.5,29.3,17.6,6.0,8.1,43.9,109.0,23.8,18.4,Forest,2,1,Omnivore,Invertivore,Terrestrial,4266.1,18.78,-71.12
Turdus tephronotus,Turdidae,Passeriformes,49.4,108.1,24.6,13.9,5.0,6.4,29.6,85.8,19.8,18.2,Shrubland,2,1,Omnivore,Invertivore,Generalist,998012.21,0.26,39.51
Turdus torquatus,Turdidae,Passeriformes,109.0,141.6,26.1,13.9,5.0,6.6,32.8,109.6,44.7,31.6,Shrubland,2,3,Omnivore,Omnivore,Insessorial,1567292.49,52.28,23.79
Turdus unicolor,Turdidae,Passeriformes,64.2,120.5,23.1,12.9,4.7,5.7,30.3,81.7,35.0,29.1,Forest,2,1,Omnivore,Invertivore,Terrestrial,227865.96,31.78,78.11
Turdus viscivorus,Turdidae,Passeriformes,117.4,153.7,26.4,14.5,5.7,6.9,32.7,111.8,53.9,35.1,Forest,2,1,Omnivore,Omnivore,Insessorial,13574080.75,51.99,46.29
Turdus xanthorhynchus,Turdidae,Passeriformes,82.5,121.0,24.1,15.0,6.1,8.1,37.8,91.0,19.5,16.1,Forest,1,1,Omnivore,Invertivore,Insessorial,46.96,1.57,7.38
Zoothera andromedae,Turdidae,Passeriformes,90.5,120.8,28.1,18.1,4.9,6.7,31.4,69.8,32.5,26.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,132967.79,0.42,106.94
Zoothera atrigena,Turdidae,Passeriformes,65.3,103.5,23.7,13.9,4.7,6.4,28.8,71.0,24.7,23.9,Forest,1,2,Carnivore,Invertivore,Generalist,2647.66,-6.08,155.22
Zoothera aurea,Turdidae,Passeriformes,134.1,148.7,29.9,17.4,5.4,7.3,33.1,97.5,52.9,35.0,Forest,1,3,Carnivore,Invertivore,Generalist,7500552.07,52.79,108.76
Zoothera dauma,Turdidae,Passeriformes,134.1,135.8,28.7,17.8,5.1,6.8,31.1,94.2,40.1,29.7,Forest,1,3,Carnivore,Invertivore,Generalist,2046341.73,25.36,95.6
Zoothera dixoni,Turdidae,Passeriformes,90.0,134.6,25.1,14.8,5.2,5.7,36.8,109.8,42.4,31.5,Forest,1,1,Carnivore,Invertivore,Terrestrial,975205.34,27.47,97.95
Zoothera everetti,Turdidae,Passeriformes,81.9,109.0,26.4,16.1,5.0,6.4,32.9,73.6,26.9,24.7,Forest,1,1,Carnivore,Invertivore,Terrestrial,3523.43,5.0,115.94
